medium	description	compound	name	vmh.id	modelseed	maxFlux
Complete	complete	etoh	Ethanol	etoh	cpd00363	1
Complete	complete	fald	formaldehyde	fald	cpd00055	1
Complete	complete	fe2	fe2	fe2	cpd10515	1
Complete	complete	fe3	Fe3+	fe3	cpd10516	100
Complete	complete	fol	Folate	fol	cpd00393	1
Complete	complete	for	Formate	for	cpd00047	1
Complete	complete	fru	D-Fructose	fru	cpd00082	1
Complete	complete	fuc__L	L-Fucose	fuc_L	cpd00751	1
Complete	complete	fum	fumarate	fum	cpd00106	1
Complete	complete	gal	D-Galactose	gal	cpd00108	1
Complete	complete	galmannan	Galactomannan	galmannan	cpd00656	1
Complete	complete	gam	D-Glucosamine	gam	cpd00276	1
Complete	complete	glc__D	D-Glucose	glc_D	cpd00027	1
Complete	complete	glcmannan	Glucomannan	glcmannan	cpd11955	1
Complete	complete	glcn	D-Gluconate	glcn	cpd00222	1
Complete	complete	gln__L	L-glutamine	gln_L	cpd00053	1
Complete	complete	glu__L	L-Glutamate	glu_L	cpd00023	1
Complete	complete	gly	Glycine	gly	cpd00033	1
Complete	complete	glyc	Glycerol	glyc	cpd00100	1
Complete	complete	glyc3p	glyc3p[e]	glyc3p	cpd00080	1
Complete	complete	glygn2	glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})	glygn2	cpd00155	1
Complete	complete	gsn	Guanosine	gsn	cpd00311	1
Complete	complete	gthox	Oxidized glutathione	gthox	cpd00111	1
Complete	complete	gthrd	Reduced glutathione	gthrd	cpd00042	1
Complete	complete	gua	Guanine	gua	cpd00207	1
Complete	complete	h	proton	h	cpd00067	100
Complete	complete	h2	H2	h2	cpd11640	1
Complete	complete	h2o	H2O	h2o	cpd00001	1000
Complete	complete	h2s	Hydrogen sulfide	h2s	cpd00239	1
Complete	complete	hdca	Hexadecanoate (n-C16:0)	hdca	cpd00214	1
Complete	complete	his__L	L-histidine	his_L	cpd00119	1
Complete	complete	homogal	Homogalacturonan	homogal		1
Complete	complete	hxan	Hypoxanthine	hxan	cpd00226	1
Complete	complete	ile__L	L-Isoleucine	ile_L	cpd00322	1
Complete	complete	indole	Indole	indole	cpd00359	1
Complete	complete	inulin	Inulin	inulin	cpd11602	1
Complete	complete	k	K+	k	cpd00205	100
Complete	complete	kestopt	Kestopentaose	kestopt		1
Complete	complete	lanost	Lanosterol	lanost	cpd01188	1
Complete	complete	lcts	Lactose	lcts	cpd00208	1
Complete	complete	leu__L	L-Leucine	leu_L	cpd00107	1
Complete	complete	levan1000	Levan	levan1000	cpd27401	1
Complete	complete	lichn	Lichenin	lichn	cpd27402	1
Complete	complete	lmn30	Laminarin	lmn30	cpd11748	1
Complete	complete	lys__L	L-Lysine	lys_L	cpd00039	1
Complete	complete	malt	Maltose	malt	cpd00179	1
Complete	complete	malttr	Maltotriose	malttr	cpd01262	1
Complete	complete	man	D-Mannose	man	cpd00138	1
Complete	complete	melib	Melibiose	melib	cpd03198	1
Complete	complete	meoh	methanol	meoh	cpd00116	1
Complete	complete	met__L	L-Methionine	met_L	cpd00060	1
Complete	complete	metsox__S__L	L-Methionine S-oxide	metsox_S_L	cpd01914	1
Complete	complete	mg2	Mg	mg2	cpd00254	100
Complete	complete	mn2	Mn2+	mn2	cpd00030	100
Complete	complete	mnl	D-Mannitol	mnl	cpd00314	1
Complete	complete	mobd	Molybdate	mobd	cpd11574	100
Complete	complete	mqn7	Menaquinone 7	mqn7	cpd11606	1
Complete	complete	mqn8	Menaquinone 8	mqn8	cpd15500	1
Complete	complete	na1	Sodium	na1	cpd00971	100
Complete	complete	nac	Nicotinate	nac	cpd00218	1
Complete	complete	ncam	Nicotinamide	ncam	cpd00133	1
Complete	complete	nmn	NMN	nmn	cpd00355	1
Complete	complete	no2	Nitrite	no2	cpd00075	1
Complete	complete	ocdca	echange reaction for octadecanoate (n-C18:0)	ocdca	cpd01080	1
Complete	complete	ocdcea	octadecenoate (n-C18:1)	ocdcea	cpd00536	1
Complete	complete	orn	Ornithine	orn	cpd00064	1
Complete	complete	oxa	Oxalate	oxa	cpd00180	1
Complete	complete	pect	pectins	pect	cpd11601	1
Complete	complete	phe__L	L-phenylalanine	phe_L	cpd00066	1
Complete	complete	pheme	heme	pheme	cpd00028	1
Complete	complete	pi	Phosphate	pi	cpd00009	100
Complete	complete	pime	Pimelate	pime	cpd01727	1
Complete	complete	pnto__R	(R)-Pantothenate	pnto_R	cpd00644	1
Complete	complete	pro__L	L-Proline	pro_L	cpd00129	1
Complete	complete	ptrc	1,4-butanediammonium	ptrc	cpd00118	1
Complete	complete	pullulan1200	Pullulan	pullulan1200	cpd27994	1
Complete	complete	pydam	Pyridoxamine	pydam	cpd00419	1
Complete	complete	pydx	Pyridoxal	pydx	cpd00215	1
Complete	complete	pydxn	Pyridoxine	pydxn	cpd00263	1
Complete	complete	q8	Ubiquinone-8	q8	cpd15560	1
Complete	complete	raffin	Raffinose	raffin	cpd00382	1
Complete	complete	rhamnogalurI	Rhamnogalacturonan I	rhamnogalurI		1
Complete	complete	rhamnogalurII	Rhamnogalacturonan II	rhamnogalurII		1
Complete	complete	rib__D	ribose	rib_D	cpd00105	1
Complete	complete	ribflv	Riboflavin	ribflv	cpd00220	1
Complete	complete	rmn	L-Rhamnose	rmn	cpd00396	1
Complete	complete	sbt__L	L-Sorbitol	sbt_L	cpd01187	1
Complete	complete	sel	Selenate	sel	cpd03396	1
Complete	complete	ser__L	L-serine	ser_L	cpd00054	1
Complete	complete	sheme	Siroheme	sheme	cpd00557	1
Complete	complete	so4	Sulfate	so4	cpd00048	100
Complete	complete	spmd	spermidine(3+)	spmd	cpd00264	1
Complete	complete	starch1200	Starch	starch1200	cpd28193	1
Complete	complete	strch1	starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})	strch1	cpd11657	1
Complete	complete	sucr	Sucrose	sucr	cpd00076	1
Complete	complete	thm	Thiamin	thm	cpd00305	1
Complete	complete	thr__L	L-Threonine	thr_L	cpd00161	1
Complete	complete	thymd	Thymidine	thymd	cpd00184	1
Complete	complete	tre	Trehalose	tre	cpd00794	1
Complete	complete	trp__L	L-Tryptophan	trp_L	cpd00065	1
Complete	complete	ttdca	tetradecanoate (n-C14:0)	ttdca	cpd03847	1
Complete	complete	tyr__L	L-Tyrosine	tyr_L	cpd00069	1
Complete	complete	ura	Uracil	ura	cpd00092	1
Complete	complete	uri	Uridine	uri	cpd00249	1
Complete	complete	val__L	L-Valine	val_L	cpd00156	1
Complete	complete	xan	xan[e]	xan	cpd00309	1
Complete	complete	xyl__D	D-Xylose	xyl_D	cpd00154	1
Complete	complete	xylan	Xylan	xylan	cpd11732	1
Complete	complete	xyluglc	Xyluglucan	xyluglc	cpd11752	1
Complete	complete	zn2	Zn2+	zn2	cpd00034	100
Complete2	complete2	acac	Acetoacetate	acac	cpd00142	1
Complete2	complete2	acald	Acetaldehyde	acald	cpd00071	1
Complete2	complete2	acgam	N-Acetyl-D-glucosamine	acgam	cpd00122	1
Complete2	complete2	acmana	N-acetyl-D-mannosamine	acmana	cpd00492	1
Complete2	complete2	actn__R	ACTN	actn_R	cpd00361	1
Complete2	complete2	ala__D	D-Alanine	ala_D	cpd00117	1
Complete2	complete2	ala__L	L-alanine	ala_L	cpd00035	1
Complete2	complete2	alaala	Ala-Ala	alaala	cpd00731	1
Complete2	complete2	amp	AMP	amp	cpd00018	1
Complete2	complete2	arab__L	L-Arabinose	arab_L	cpd19109	1
Complete2	complete2	arg__L	L-Arginine	arg_L	cpd00051	1
Complete2	complete2	asn__L	L-asparagine	asn_L	cpd00132	1
Complete2	complete2	asp__L	L-Aspartate	asp_L	cpd00041	1
Complete2	complete2	but	Butyrate (n-C4:0)	but	cpd00211	1
Complete2	complete2	bz	Benzoate	bz	cpd00153	1
Complete2	complete2	ca2	Calcium	ca2	cpd00063	100
Complete2	complete2	cellb	Cellobiose	cellb	cpd03845	1
Complete2	complete2	cgly	Cys-Gly	cgly	cpd01017	1
Complete2	complete2	cit	Citrate	cit	cpd00137	1
Complete2	complete2	cl	Chloride	cl	cpd00099	100
Complete2	complete2	cmp	CMP	cmp	cpd00046	1
Complete2	complete2	co2	CO2	co2	cpd00011	1
Complete2	complete2	coa	CoA	coa	cpd00010	1
Complete2	complete2	cobalt2	Co2+	cobalt2	cpd00149	100
Complete2	complete2	cu2	Cu2+	cu2	cpd00058	100
Complete2	complete2	ddca	laurate	ddca	cpd01741	1
Complete2	complete2	din	Deoxyinosine	din	cpd03279	1
Complete2	complete2	drib	Deoxyribose	drib	cpd01242	1
Complete2	complete2	etha	Aminoethanol	etha	cpd00162	1
Complete2	complete2	fe2	fe2	fe2	cpd10515	100
Complete2	complete2	fe3	Fe3+	fe3	cpd10516	100
Complete2	complete2	fol	Folate	fol	cpd00393	1
Complete2	complete2	fru	D-Fructose	fru	cpd00082	1
Complete2	complete2	gal	D-Galactose	gal	cpd00108	1
Complete2	complete2	galt	Galactitol	galt	cpd01171	1
Complete2	complete2	gam	D-Glucosamine	gam	cpd00276	1
Complete2	complete2	glc__D	D-Glucose	glc_D	cpd00027	1
Complete2	complete2	gln__L	L-glutamine	gln_L	cpd00053	1
Complete2	complete2	glu__L	L-Glutamate	glu_L	cpd00023	1
Complete2	complete2	gly	Glycine	gly	cpd00033	1
Complete2	complete2	glyald	D-Glyceraldehyde	glyald	cpd00448	1
Complete2	complete2	glyc	Glycerol	glyc	cpd00100	1
Complete2	complete2	glyc3p	glycerol-3-phosphate	glyc3p	cpd00080	1
Complete2	complete2	gsn	Guanosine	gsn	cpd00311	1
Complete2	complete2	gua	Guanine	gua	cpd00207	1
Complete2	complete2	h	proton	h	cpd00067	100
Complete2	complete2	h2o	H2O	h2o	cpd00001	1000
Complete2	complete2	h2s	Hydrogen sulfide	h2s	cpd00239	1
Complete2	complete2	his__L	L-histidine	his_L	cpd00119	1
Complete2	complete2	hxan	Hypoxanthine	hxan	cpd00226	1
Complete2	complete2	ile__L	L-Isoleucine	ile_L	cpd00322	1
Complete2	complete2	inost	L-Inositol	inost	cpd00121	1
Complete2	complete2	k	K+	k	cpd00205	100
Complete2	complete2	LalaDgluMdapDala	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine	LalaDgluMdapDala	cpd15387	0.1
Complete2	complete2	leu__L	L-Leucine	leu_L	cpd00107	1
Complete2	complete2	lys__L	L-Lysine	lys_L	cpd00039	1
Complete2	complete2	mal__L	L-Malate	mal_L	cpd00130	1
Complete2	complete2	malt	Maltose	malt	cpd00179	1
Complete2	complete2	man	D-Mannose	man	cpd00138	1
Complete2	complete2	met__L	L-Methionine	met_L	cpd00060	1
Complete2	complete2	metox__R	L methionine R oxide	metox_R	cpd11576	1
Complete2	complete2	mg2	Mg	mg2	cpd00254	100
Complete2	complete2	mn2	Mn2+	mn2	cpd00030	100
Complete2	complete2	mnl	D-Mannitol	mnl	cpd00314	1
Complete2	complete2	nh4	NH3	nh4	cpd00013	100
Complete2	complete2	nmn	NMN	nmn	cpd00355	1
Complete2	complete2	o2	O2	o2	cpd00007	100
Complete2	complete2	orn	Ornithine	orn	cpd00064	1
Complete2	complete2	phe__L	L-phenylalanine	phe_L	cpd00066	1
Complete2	complete2	pi	Phosphate	pi	cpd00009	100
Complete2	complete2	pro__L	L-Proline	pro_L	cpd00129	1
Complete2	complete2	progly	L-Prolinylglycine	progly	cpd15551	1
Complete2	complete2	ptrc	1,4-butanediammonium	ptrc	cpd00118	1
Complete2	complete2	rib__D	ribose	rib_D	cpd00105	1
Complete2	complete2	ribflv	Riboflavin	ribflv	cpd00220	1
Complete2	complete2	s	Sulfur	s	cpd00074	1
Complete2	complete2	ser__L	L-serine	ser_L	cpd00054	1
Complete2	complete2	skm	Shikimate	skm	cpd00383	1
Complete2	complete2	so4	Sulfate	so4	cpd00048	100
Complete2	complete2	spmd	spermidine(3+)	spmd	cpd00264	1
Complete2	complete2	succ	Succinate	succ	cpd00036	1
Complete2	complete2	sucr	Sucrose	sucr	cpd00076	1
Complete2	complete2	tet	Tetrathionate	tet	cpd01414	1
Complete2	complete2	thm	Thiamin	thm	cpd00305	1
Complete2	complete2	thr__L	L-Threonine	thr_L	cpd00161	1
Complete2	complete2	thymd	Thymidine	thymd	cpd00184	1
Complete2	complete2	tre	Trehalose	tre	cpd00794	1
Complete2	complete2	trp__L	L-Tryptophan	trp_L	cpd00065	1
Complete2	complete2	tyr__L	L-Tyrosine	tyr_L	cpd00069	1
Complete2	complete2	uaagmda	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala	uaagmda	cpd03495	0.1
Complete2	complete2	udcpp	Undecaprenyl phosphate	udcpp	cpd00286	1
Complete2	complete2	urea	Urea	urea	cpd00073	1
Complete2	complete2	val__L	L-Valine	val_L	cpd00156	1
Complete2	complete2	zn2	Zn2+	zn2	cpd00034	100
Complete2	complete2	mobd	Molybdate	mobd	cpd11574	1
Complete2	complete2	hg2	Hg2+	hg2	cpd00531	100
Complete2	complete2	na1	Na+	na1	cpd00971	100
Complete2	complete2	aso4	Arsenate	aso4	cpd01048	100
Complete2	complete2	cro4	chromate	cro4	cpd11595	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	h2o	H2O	h2o	cpd00001	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	o2	O2	o2	cpd00007	10
GS_MM_glc	GapSeq minimal media with glucose as carbon source	pi	Phosphate	pi	cpd00009	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	glc__D	D-Glucose	glc_D	cpd00027	5
GS_MM_glc	GapSeq minimal media with glucose as carbon source	mn2	Mn2+	mn2	cpd00030	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	zn2	Zn2+	zn2	cpd00034	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	so4	Sulfate	so4	cpd00048	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	cu2	Cu2+	cu2	cpd00058	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	ca2	Ca2+	ca2	cpd00063	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	h	H+	h	cpd00067	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	cl	Cl-	cl	cpd00099	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	cobalt2	Co2+	cobalt2	cpd00149	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	k	K+	k	cpd00205	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	mg2	Mg	mg2	cpd00254	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	hg2	Hg2+	hg2	cpd00531	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	na1	Na+	na1	cpd00971	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	cd2	Cd2+	cd2	cpd01012	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	aso4	Arsenate	aso4	cpd01048	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	fe2	Fe2+	fe2	cpd10515	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	fe3	fe3	fe3	cpd10516	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	cro4	chromate	cro4	cpd11595	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	nh4	NH3	nh4	cpd00013	100
GS_MM_glc	GapSeq minimal media with glucose as carbon source	co2	CO2	co2	cpd00011	10
GS_MM_glc	GapSeq minimal media with glucose as carbon source	mobd	Molybdate	mobd	cpd11574	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	h2o	H2O	h2o	cpd00001	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	o2	O2	o2	cpd00007	10
GS_MM_succ	GapSeq minimal media with succinate as carbon source	pi	Phosphate	pi	cpd00009	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	succ	Succinate	succ	cpd00036	10
GS_MM_succ	GapSeq minimal media with succinate as carbon source	mn2	Mn2+	mn2	cpd00030	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	zn2	Zn2+	zn2	cpd00034	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	so4	Sulfate	so4	cpd00048	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	cu2	Cu2+	cu2	cpd00058	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	ca2	Ca2+	ca2	cpd00063	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	h	H+	h	cpd00067	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	cl	Cl-	cl	cpd00099	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	cobalt2	Co2+	cobalt2	cpd00149	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	k	K+	k	cpd00205	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	mg2	Mg	mg2	cpd00254	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	hg2	Hg2+	hg2	cpd00531	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	na1	Na+	na1	cpd00971	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	cd2	Cd2+	cd2	cpd01012	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	aso4	Arsenate	aso4	cpd01048	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	fe2	Fe2+	fe2	cpd10515	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	fe3	fe3	fe3	cpd10516	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	cro4	chromate	cro4	cpd11595	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	nh4	NH3	nh4	cpd00013	100
GS_MM_succ	GapSeq minimal media with succinate as carbon source	co2	CO2	co2	cpd00011	10
GS_MM_succ	GapSeq minimal media with succinate as carbon source	mobd	Molybdate	mobd	cpd11574	100
SW_anorganics	Only anorganic ions and gases for negative test	mn2	Mn2+	mn2	cpd00030	100
SW_anorganics	Only anorganic ions and gases for negative test	zn2	Zn2+	zn2	cpd00034	100
SW_anorganics	Only anorganic ions and gases for negative test	so4	Sulfate	so4	cpd00048	100
SW_anorganics	Only anorganic ions and gases for negative test	cu2	Cu2+	cu2	cpd00058	100
SW_anorganics	Only anorganic ions and gases for negative test	ca2	Ca2+	ca2	cpd00063	100
SW_anorganics	Only anorganic ions and gases for negative test	h	H+	h	cpd00067	100
SW_anorganics	Only anorganic ions and gases for negative test	cl	Cl-	cl	cpd00099	100
SW_anorganics	Only anorganic ions and gases for negative test	cobalt2	Co2+	cobalt2	cpd00149	100
SW_anorganics	Only anorganic ions and gases for negative test	k	K+	k	cpd00205	100
SW_anorganics	Only anorganic ions and gases for negative test	mg2	Mg	mg2	cpd00254	100
SW_anorganics	Only anorganic ions and gases for negative test	hg2	Hg2+	hg2	cpd00531	100
SW_anorganics	Only anorganic ions and gases for negative test	na1	Na+	na1	cpd00971	100
SW_anorganics	Only anorganic ions and gases for negative test	cd2	Cd2+	cd2	cpd01012	100
SW_anorganics	Only anorganic ions and gases for negative test	aso4	Arsenate	aso4	cpd01048	100
SW_anorganics	Only anorganic ions and gases for negative test	fe2	Fe2+	fe2	cpd10515	100
SW_anorganics	Only anorganic ions and gases for negative test	fe3	fe3	fe3	cpd10516	100
SW_anorganics	Only anorganic ions and gases for negative test	cro4	chromate	cro4	cpd11595	100
SW_anorganics	Only anorganic ions and gases for negative test	nh4	NH3	nh4	cpd00013	100
SW_anorganics	Only anorganic ions and gases for negative test	co2	CO2	co2	cpd00011	100
SW_anorganics	Only anorganic ions and gases for negative test	mobd	Molybdate	mobd	cpd11574	100
SW_anorganics	Only anorganic ions and gases for negative test	o2	O2	o2	cpd00007	100
SW_anorganics	Only anorganic ions and gases for negative test	h2o	H2O	h2o	cpd00001	100
SW_anorganics	Only anorganic ions and gases for negative test	pi	Phosphate	pi	cpd00009	100
SW_anorganics	Only anorganic ions and gases for negative test	so4	Sulfate	so4	cpd00048	100
SW_anorganics	Only anorganic ions and gases for negative test	nh4	NH3	nh4	cpd00013	100
SW_anorganics	Only anorganic ions and gases for negative test	cro4	chromate	cro4	cpd11595	100
FOOD_kombucha	Black Tea and sucrose	h2o	H2O	h2o	cpd00001	100
FOOD_kombucha	Black Tea and sucrose	o2	O2	o2	cpd00007	12.5
FOOD_kombucha	Black Tea and sucrose	pi	Phosphate	pi	cpd00009	100
FOOD_kombucha	Black Tea and sucrose	glc__D	D-Glucose	glc_D	cpd00027	5
FOOD_kombucha	Black Tea and sucrose	fru	D-Fructose	fru	cpd00082	5
FOOD_kombucha	Black Tea and sucrose	sucr	Sucrose	sucr	cpd00076	5
FOOD_kombucha	Black Tea and sucrose	etoh	Ethanol	etoh	cpd00363	10
FOOD_kombucha	Black Tea and sucrose	mn2	Mn2+	mn2	cpd00030	100
FOOD_kombucha	Black Tea and sucrose	zn2	Zn2+	zn2	cpd00034	100
FOOD_kombucha	Black Tea and sucrose	so4	Sulfate	so4	cpd00048	100
FOOD_kombucha	Black Tea and sucrose	cu2	Cu2+	cu2	cpd00058	100
FOOD_kombucha	Black Tea and sucrose	ca2	Ca2+	ca2	cpd00063	100
FOOD_kombucha	Black Tea and sucrose	h	H+	h	cpd00067	100
FOOD_kombucha	Black Tea and sucrose	cl	Cl-	cl	cpd00099	100
FOOD_kombucha	Black Tea and sucrose	cobalt2	Co2+	cobalt2	cpd00149	100
FOOD_kombucha	Black Tea and sucrose	k	K+	k	cpd00205	100
FOOD_kombucha	Black Tea and sucrose	mg2	Mg	mg2	cpd00254	100
FOOD_kombucha	Black Tea and sucrose	hg2	Hg2+	hg2	cpd00531	100
FOOD_kombucha	Black Tea and sucrose	na1	Na+	na1	cpd00971	100
FOOD_kombucha	Black Tea and sucrose	cd2	Cd2+	cd2	cpd01012	100
FOOD_kombucha	Black Tea and sucrose	aso4	Arsenate	aso4	cpd01048	100
FOOD_kombucha	Black Tea and sucrose	fe2	Fe2+	fe2	cpd10515	100
FOOD_kombucha	Black Tea and sucrose	fe3	fe3	fe3	cpd10516	100
FOOD_kombucha	Black Tea and sucrose	cro4	chromate	cro4	cpd11595	100
FOOD_kombucha	Black Tea and sucrose	mma	Methanamine	mma	cpd00187	3
FOOD_kombucha	Black Tea and sucrose	xan	Xanthine	xan	cpd00309	3
FOOD_kombucha	Black Tea and sucrose	co2	CO2	co2	cpd00011	10
FOOD_kombucha	Black Tea and sucrose	mobd	Molybdate	mobd	cpd11574	100
FOOD_cowmilk	Cow Milk	lcts	Lactose	lcts	cpd00208	125
FOOD_cowmilk	Cow Milk	pcreat	Phosphocreatine	pcreat	cpd01550	87
FOOD_cowmilk	Cow Milk	urea	Urea	urea	cpd00073	3.9
FOOD_cowmilk	Cow Milk	ala__L	L-alanine	ala_L	cpd00035	7.8876404494382
FOOD_cowmilk	Cow Milk	arg__L	L-Arginine	arg_L	cpd00051	5.52238805970149
FOOD_cowmilk	Cow Milk	asp__L	L-Aspartate	asp_L	cpd00041	12.5018782870023
FOOD_cowmilk	Cow Milk	cys__L	L-Cysteine	cys_L	cpd00084	0.643776824034335
FOOD_cowmilk	Cow Milk	glu__L	L-Glutamate	glu_L	cpd00023	35.6963229796778
FOOD_cowmilk	Cow Milk	gly	Glycine	gly	cpd00033	8.31224190755295
FOOD_cowmilk	Cow Milk	his__L	L-Histidine	his_L	cpd00119	4.69223332259104
FOOD_cowmilk	Cow Milk	ile__L	L-Isoleucine	ile_L	cpd00322	10.9018830525273
FOOD_cowmilk	Cow Milk	leu__L	L-Leucine	leu_L	cpd00107	16.4519326065411
FOOD_cowmilk	Cow Milk	lys__L	L-Lysine	lys_L	cpd00039	13.1609549216773
FOOD_cowmilk	Cow Milk	met__L	L-Methionine	met_L	cpd00060	4.35627638898197
FOOD_cowmilk	Cow Milk	phe__L	L-Phenylalanine	phe_L	cpd00066	7.08275319329257
FOOD_cowmilk	Cow Milk	pro__L	L-Proline	pro_L	cpd00129	23.0348301919569
FOOD_cowmilk	Cow Milk	ser__L	L-Serine	ser_L	cpd00054	14.1021981159007
FOOD_cowmilk	Cow Milk	thr__L	L-Threonine	thr_L	cpd00161	9.60376091336467
FOOD_cowmilk	Cow Milk	trp__L	L-Tryptophan	trp_L	cpd00065	1.40038192234246
FOOD_cowmilk	Cow Milk	tyr__L	L-Tyrosine	tyr_L	cpd00069	8.17925934102324
FOOD_cowmilk	Cow Milk	val__L	L-Valine	val_L	cpd00156	14.4259496372172
FOOD_cowmilk	Cow Milk	mn2	Mn2+	mn2	cpd00030	100
FOOD_cowmilk	Cow Milk	zn2	Zn2+	zn2	cpd00034	100
FOOD_cowmilk	Cow Milk	so4	Sulfate	so4	cpd00048	100
FOOD_cowmilk	Cow Milk	cu2	Cu2+	cu2	cpd00058	100
FOOD_cowmilk	Cow Milk	ca2	Ca2+	ca2	cpd00063	100
FOOD_cowmilk	Cow Milk	h	H+	h	cpd00067	100
FOOD_cowmilk	Cow Milk	cl	Cl-	cl	cpd00099	100
FOOD_cowmilk	Cow Milk	cobalt2	Co2+	cobalt2	cpd00149	100
FOOD_cowmilk	Cow Milk	k	K+	k	cpd00205	100
FOOD_cowmilk	Cow Milk	mg2	Mg	mg2	cpd00254	100
FOOD_cowmilk	Cow Milk	hg2	Hg2+	hg2	cpd00531	100
FOOD_cowmilk	Cow Milk	na1	Na+	na1	cpd00971	100
FOOD_cowmilk	Cow Milk	cd2	Cd2+	cd2	cpd01012	100
FOOD_cowmilk	Cow Milk	aso4	Arsenate	aso4	cpd01048	100
FOOD_cowmilk	Cow Milk	fe2	Fe2+	fe2	cpd10515	100
FOOD_cowmilk	Cow Milk	fe3	fe3	fe3	cpd10516	100
FOOD_cowmilk	Cow Milk	cro4	chromate	cro4	cpd11595	100
FOOD_cowmilk	Cow Milk	nh4	NH3	nh4	cpd00013	100
FOOD_cowmilk	Cow Milk	co2	CO2	co2	cpd00011	0.5
FOOD_cowmilk	Cow Milk	mobd	Molybdate	mobd	cpd11574	100
FOOD_cowmilk	Cow Milk	o2	O2	o2	cpd00007	0
FOOD_cowmilk	Cow Milk	h2o	H2O	h2o	cpd00001	100
FOOD_cowmilk	Cow Milk	pi	Phosphate	pi	cpd00009	12.53
FOOD_cowmilk	Cow Milk	so4	Sulfate	so4	cpd00048	100
FOOD_cowmilk	Cow Milk	nh4	NH3	nh4	cpd00013	100
FOOD_cowmilk	Cow Milk	cro4	chromate	cro4	cpd11595	100
FOOD_HumanaPre	Humana Pre (from birth)	lcts	Lactose	lcts	cpd00208	216
FOOD_HumanaPre	Humana Pre (from birth)	gal	D-Galactose	gal	cpd00108	27.7
FOOD_HumanaPre	Humana Pre (from birth)	chol	Choline	chol	cpd00098	1.923
FOOD_HumanaPre	Humana Pre (from birth)	inost	L-Inositol	inost	cpd00121	0.5
FOOD_HumanaPre	Humana Pre (from birth)	pcreat	Phosphocreatine	pcreat	cpd01550	50
FOOD_HumanaPre	Humana Pre (from birth)	fol	Folate	fol	cpd00393	0.00023
FOOD_HumanaPre	Humana Pre (from birth)	thm	Thiamine	thm	cpd00305	0.003
FOOD_HumanaPre	Humana Pre (from birth)	ribflv	Riboflavin	ribflv	cpd00220	0.0034
FOOD_HumanaPre	Humana Pre (from birth)	pant__R	PAN	pant_R	cpd00644	0.017
FOOD_HumanaPre	Humana Pre (from birth)	nac	Niacin	nac	cpd00218	0.047
FOOD_HumanaPre	Humana Pre (from birth)	btn	Biotin	btn	cpd00104	0.0008
FOOD_HumanaPre	Humana Pre (from birth)	ala__L	L-alanine	ala_L	cpd00035	4.24719101123596
FOOD_HumanaPre	Humana Pre (from birth)	arg__L	L-Arginine	arg_L	cpd00051	2.9735935706085
FOOD_HumanaPre	Humana Pre (from birth)	asp__L	L-Aspartate	asp_L	cpd00041	6.73178061607814
