locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
202981	SO3896	1	139	4042055	4043164	+		outer membrane porin, putative (NCBI ptt file)	0.4144	73	TRUE
202982	SO3897	1	139	4043363	4045639	-	parC	DNA topoisomerase IV, A subunit (NCBI ptt file)	0.4783	123	FALSE
202983	SO3898	1	139	4045632	4046807	-		L-sorbosone dehydrogenase, putative (NCBI ptt file)	0.4549	50	TRUE
202984	SO3899	1	139	4046861	4048747	-	parE	DNA topoisomerase IV, B subunit (NCBI ptt file)	0.4727	81	FALSE
202985	SO3900	1	139	4048804	4049379	-		conserved hypothetical protein (NCBI ptt file)	0.4497	31	TRUE
202986	SO3901	1	139	4049406	4050242	-	icc	lacZ expression regulator (NCBI ptt file)	0.4767	35	TRUE
202987	SO3902	1	139	4050258	4050698	-		conserved hypothetical protein (NCBI ptt file)	0.4059	31	TRUE
202988	SO3903	1	139	4050712	4051314	-		MutT/nudix family protein (NCBI ptt file)	0.4544	26	TRUE
202989	SO3904	1	139	4051556	4052863	+	tolC	outer membrane protein TolC (NCBI ptt file)	0.4472	55	TRUE
202990	SO3905	1	139	4052946	4053641	-		conserved hypothetical protein (NCBI ptt file)	0.4497	31	TRUE
202991	SO3906	1	139	4053686	4054654	-		conserved hypothetical protein (NCBI ptt file)	0.4634	38	TRUE
202992	SO3907	1	139	4054666	4055148	-		conserved hypothetical protein (NCBI ptt file)	0.4348	25	TRUE
202993	SO3908	1	139	4055183	4055920	+		enoyl-CoA hydratase/isomerase family protein (NCBI ptt file)	0.4336	38	TRUE
202994	SO3909	1	139	4056057	4056257	-		conserved hypothetical protein (NCBI ptt file)	0.4527	9	TRUE
202995	SO3910	1	139	4056403	4056696	-		hypothetical protein (NCBI ptt file)	0.4422	14	TRUE
202996	SO3911	1	139	4056739	4056915	-		hypothetical protein (NCBI ptt file)	0.226	18	FALSE
202997	SO3912	1	139	4056905	4057912	-		TIM-barrel protein, yjbN family (NCBI ptt file)	0.4792	45	TRUE
202998	SO3913	1	139	4058143	4058817	-		conserved hypothetical protein (NCBI ptt file)	0.4756	30	TRUE
202999	SO3914	1	139	4058893	4061085	-		TonB-dependent receptor, putative (NCBI ptt file)	0.4642	113	TRUE
203000	SO3915	1	139	4061643	4062107	+		conserved hypothetical protein (NCBI ptt file)	0.4258	22	TRUE
203001	SO3916	1	139	4062285	4063361	-	alr	alanine racemase, biosynthetic (NCBI ptt file)	0.4893	44	FALSE
203002	SO3917	1	139	4063438	4064844	-	dnaB	replicative DNA helicase (NCBI ptt file)	0.4989	52	FALSE
203003	SO3918	1	139	4064970	4067168	+		conserved hypothetical protein (NCBI ptt file)	0.4666	115	TRUE
203005	SO3920	1	139	4067806	4069038	+	hydA	periplasmic Fe hydrogenase, large subunit (NCBI ptt file)	0.4939	56	TRUE
203006	SO3921	1	139	4069051	4069371	+	hydB	periplasmic Fe hydrogenase, small subunit (NCBI ptt file)	0.5047	16	TRUE
203007	SO3922	1	139	4069385	4070068	+		formate dehydrogenase, putative (NCBI ptt file)	0.4722	32	TRUE
203008	SO3923	1	139	4070138	4071577	+		thiH protein, putative (NCBI ptt file)	0.491	56	TRUE
203009	SO3924	1	139	4071578	4072219	+		hypothetical protein (NCBI ptt file)	0.4938	26	TRUE
203010	SO3925	1	139	4072216	4073295	+		biotin synthase family protein (NCBI ptt file)	0.4963	46	TRUE
203011	SO3926	1	139	4073336	4074520	+		GTP-binding protein (NCBI ptt file)	0.5131	54	TRUE
203012	SO3927	1	139	4074680	4075132	-	rplI	ribosomal protein L9 (NCBI ptt file)	0.4503	21	FALSE
203013	SO3928	1	139	4075169	4075396	-	rpsR	ribosomal protein S18 (NCBI ptt file)	0.4298	14	FALSE
203014	SO3929	1	139	4075408	4075713	-	priB	primosomal replication protein n (NCBI ptt file)	0.4412	12	FALSE
203015	SO3930	1	139	4075722	4076117	-	rpsF	ribosomal protein S6 (NCBI ptt file)	0.4823	13	FALSE
203016	SO3931	1	139	4076330	4077073	+		conserved hypothetical protein (NCBI ptt file)	0.3952	44	TRUE
203018	SO3933	1	139	4077285	4078709	+		membrane protein, putative (NCBI ptt file)	0.5074	64	TRUE
203019	SO3934	1	139	4078781	4079521	-		RNA methyltransferase, TrmH family, group 3 (NCBI ptt file)	0.4953	33	TRUE
203020	SO3935	1	139	4079522	4081948	-	vacB	ribonuclease R (NCBI ptt file)	0.4903	100	TRUE
203021	SO3936	1	139	4081989	4082609	-	motX	sodium-type flagellar protein MotX (NCBI ptt file)	0.4525	39	TRUE
203022	SO3937	1	139	4082753	4084048	-	purA	adenylosuccinate synthetase (NCBI ptt file)	0.4823	56	TRUE
203023	SO3938	1	139	4084115	4084303	-		conserved hypothetical protein (NCBI ptt file)	0.4286	5	TRUE
203024	SO3939	1	139	4084417	4084809	-	rpsI	ribosomal protein S9 (NCBI ptt file)	0.4758	20	FALSE
203025	SO3940	1	139	4084824	4085252	-	rplM	ribosomal protein L13 (NCBI ptt file)	0.4592	20	FALSE
203026	SO3941	1	139	4085549	4086661	-		conserved hypothetical protein (NCBI ptt file)	0.451	55	TRUE
203027	SO3942	1	139	4087110	4088462	+		serine protease, HtrA/DegQ/DegS family (NCBI ptt file)	0.4982	56	FALSE
203028	SO3943	1	139	4088588	4089670	+	degS	protease DegS (NCBI ptt file)	0.4838	45	TRUE
203029	SO3944	1	139	4089786	4090988	-		ISSod4, transposase (NCBI ptt file)	0.4273	72	FALSE
203030	SO3945	1	139	4091682	4092716	-		transposase, IS110 family (NCBI ptt file)	0.485	44	FALSE
10942750	SO_3946	99	139	4092752	4093075	-			0.4846	12	FALSE
203032	SO3948	1	139	4093440	4094699	-	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (NCBI ptt file)	0.5048	45	FALSE
203033	SO3949	1	139	4094712	4094963	-		BolA/YrbA family protein (NCBI ptt file)	0.4405	12	TRUE
203034	SO3950	1	139	4094980	4095264	-		SpoIIAA family protein (NCBI ptt file)	0.4561	14	FALSE
203035	SO3951	1	139	4095270	4095923	-		conserved hypothetical protein (NCBI ptt file)	0.4465	27	TRUE
203036	SO3952	1	139	4095935	4096408	-		mce-related protein (NCBI ptt file)	0.4346	27	TRUE
203037	SO3953	1	139	4096465	4097250	-		conserved hypothetical protein TIGR00056 (NCBI ptt file)	0.5064	33	TRUE
203038	SO3954	1	139	4097247	4098065	-		ABC transporter, ATP-binding protein, putative (NCBI ptt file)	0.4994	32	TRUE
203040	SO3956	1	139	4098645	4099622	+		carbohydrate isomerase, KpsF/GutQ family (NCBI ptt file)	0.501	34	FALSE
203041	SO3957	1	139	4099622	4100173	+		conserved hypothetical protein (NCBI ptt file)	0.4909	23	FALSE
203042	SO3958	1	139	4100170	4100730	+		conserved hypothetical protein (NCBI ptt file)	0.4492	25	FALSE
203043	SO3959	1	139	4100717	4101268	+		conserved hypothetical protein (NCBI ptt file)	0.4529	22	FALSE
203044	SO3960	1	139	4101265	4101996	+		ABC transporter, ATP-binding protein (NCBI ptt file)	0.4645	37	FALSE
203045	SO3961	1	139	4102103	4103578	+	rpoN	RNA polymerase sigma-54 factor (NCBI ptt file)	0.4709	49	TRUE
203046	SO3962	1	139	4103607	4103894	+	yfiA-3	ribosomal subunit interface protein (NCBI ptt file)	0.3993	10	TRUE
203047	SO3963	1	139	4103897	4104340	+	ptsN	nitrogen regulatory IIA protein (NCBI ptt file)	0.473	25	TRUE
203048	SO3964	1	139	4104337	4105191	+		conserved hypothetical protein (NCBI ptt file)	0.4819	35	TRUE
203049	SO3965	1	139	4105178	4105453	+	ptsO	phosphocarrier protein NPR (NCBI ptt file)	0.5217	9	TRUE
203050	SO3966	1	139	4105650	4107014	+	mgtE-2	magnesium transporter (NCBI ptt file)	0.5018	57	TRUE
203051	SO3967	1	139	4107097	4107870	-		molybdenum ABC transporter, periplasmic molybdenum-binding protein, putative (NCBI ptt file)	0.4871	39	TRUE
203053	SO3969	1	139	4108149	4108835	-		OmpA family protein (NCBI ptt file)	0.5095	30	TRUE
203056	SO3972	1	139	4109505	4109738	+		hypothetical transposase (NCBI ptt file)	0.4274	10	TRUE
203057	SO3973	1	139	4110385	4111242	-		RIO1/ZK632.3/MJ0444 family, putative (NCBI ptt file)	0.4755	48	TRUE
203058	SO3974	1	139	4111729	4112277	+		conserved domain protein (NCBI ptt file)	0.4262	35	TRUE
203059	SO3975	1	139	4112300	4113094	-		conserved hypothetical protein (NCBI ptt file)	0.4478	33	TRUE
203060	SO3976	1	139	4113629	4114408	+		GAF domain protein (NCBI ptt file)	0.4359	41	TRUE
203062	SO3978	1	139	4114642	4115562	+		hypothetical EAL and a GGDEF domain protein (NCBI ptt file)	0.4539	46	TRUE
203063	SO3979	1	139	4115895	4116038	+		conserved domain protein (NCBI ptt file)	0.5	8	TRUE
203064	SO3980	1	139	4116204	4117607	-		cytochrome c552 nitrite reductase (NCBI ptt file)	0.4487	64	TRUE
203065	SO3981	1	139	4117886	4119643	+	narQ	nitrate/nitrite sensor protein NarQ (NCBI ptt file)	0.4505	87	TRUE
203066	SO3982	1	139	4119636	4120265	+	narP	DNA-binding nitrate/nitrite response regulator (NCBI ptt file)	0.4508	26	TRUE
203067	SO3983	1	139	4120355	4120729	-		conserved hypothetical protein (NCBI ptt file)	0.424	16	TRUE
203068	SO3984	1	139	4120909	4121874	+		magnesium transporter, putative (NCBI ptt file)	0.4658	49	TRUE
203069	SO3985	1	139	4121943	4123058	-		conserved hypothetical protein (NCBI ptt file)	0.4901	51	TRUE
203070	SO3986	1	139	4123060	4124415	-	lysC	aspartokinase III, lysine-sensitive (NCBI ptt file)	0.5096	46	TRUE
203071	SO3987	1	139	4124984	4125418	-		conserved hypothetical protein (NCBI ptt file)	0.4299	27	TRUE
203072	SO3988	1	139	4126001	4126717	+	arcA	aerobic respiration control protein ArcA (NCBI ptt file)	0.4616	32	TRUE
203074	SO3990	1	139	4127030	4129321	-		dipeptidyl peptidase IV (NCBI ptt file)	0.486	105	TRUE
203075	SO3991	1	139	4129619	4130596	+	fbp	fructose-1,6-bisphosphatase (NCBI ptt file)	0.5041	37	FALSE
203077	SO3993	1	139	4131225	4132292	-		hypothetical protein (NCBI ptt file)	0.3212	79	TRUE
203078	SO3994	1	139	4132274	4133293	-		hypothetical protein (NCBI ptt file)	0.3196	78	TRUE
203080	SO3996	1	139	4134058	4134627	-		hypothetical protein (NCBI ptt file)	0.4351	28	TRUE
203081	SO3997	1	139	4135154	4135642	+		conserved hypothetical protein TIGR00645 (NCBI ptt file)	0.4233	18	TRUE
203083	SO3999	1	139	4135773	4136705	-		sensor histidine kinase (NCBI ptt file)	0.4491	38	TRUE
203084	SO4000	1	139	4136781	4137995	+		ISSod3, transposase (NCBI ptt file)	0.4691	61	FALSE
203085	SO4001	1	139	4137990	4138679	-		chemotaxis protein CheY/response regulator receiver domain protein (NCBI ptt file)	0.4681	26	TRUE
203086	SO4002	1	139	4138683	4143752	-		sensory transduction histidine kinase (NCBI ptt file)	0.4625	216	TRUE
203087	SO4003	1	139	4143980	4145053	+		response regulator (NCBI ptt file)	0.4665	58	TRUE
203088	SO4004	1	139	4145298	4146524	-		proton/glutamate symporter, putative (NCBI ptt file)	0.4849	53	TRUE
203089	SO4005	1	139	4146915	4147787	-		hypothetical protein (NCBI ptt file)	0.4685	48	TRUE
203090	SO4006	1	139	4147775	4148998	-		hypothetical protein (NCBI ptt file)	0.5074	48	TRUE
203091	SO4007	1	139	4149038	4149700	-		hypothetical protein (NCBI ptt file)	0.5053	32	TRUE
203092	SO4008	1	139	4149700	4153350	-		hypothetical protein (NCBI ptt file)	0.5193	121	TRUE
203094	SO4010	1	139	4153665	4153808	+		hypothetical protein (NCBI ptt file)	0.4236	5	FALSE
203095	SO4011	1	139	4153892	4154593	-		conserved hypothetical protein (NCBI ptt file)	0.4245	33	TRUE
203096	SO4012	1	139	4154724	4155002	-		hypothetical protein (NCBI ptt file)	0.4516	11	TRUE
203097	SO4013	1	139	4155073	4156896	-		hypothetical protein (NCBI ptt file)	0.4819	85	TRUE
203098	SO4014	1	139	4157011	4160082	-		AcrB/AcrD/AcrF family protein (NCBI ptt file)	0.4782	148	TRUE
203099	SO4015	1	139	4160082	4161389	-		conserved hypothetical protein (NCBI ptt file)	0.4763	56	FALSE
370265	SO4015.1	1	139	4160134	4160376	+		hypothetical protein (NCBI ptt file)	0.4938	9	FALSE
203100	SO4016	1	139	4161663	4163006	-		conserved hypothetical protein (NCBI ptt file)	0.4747	59	TRUE
203101	SO4017	1	139	4163355	4164788	+		transglycosylase, Slt family (NCBI ptt file)	0.4665	72	TRUE
203102	SO4018	1	139	4165038	4166408	-		hypothetical protein (NCBI ptt file)	0.4449	72	TRUE
203103	SO4019	1	139	4166778	4169501	+		hypothetical protein (NCBI ptt file)	0.4842	116	TRUE
203104	SO4020	1	139	4169519	4170484	-		transcriptional regulator, LysR family (NCBI ptt file)	0.4638	44	TRUE
203105	SO4021	1	139	4170459	4171649	-		transporter, putative (NCBI ptt file)	0.4685	52	TRUE
203106	SO4022	1	139	4171868	4174699	-		peptidase, M16 family (NCBI ptt file)	0.4894	124	TRUE
203108	SO4024	1	139	4176035	4177237	+		ISSod4, transposase (NCBI ptt file)	0.4273	72	FALSE
203109	SO4025	1	139	4177259	4181701	+		OmpA-like transmembrane domain protein (NCBI ptt file)	0.4688	179	TRUE
203110	SO4026	1	139	4181751	4181912	-		hypothetical protein (NCBI ptt file)	0.4506	8	TRUE
203111	SO4027	1	139	4181894	4182298	-		hypothetical protein (NCBI ptt file)	0.4321	20	TRUE
203112	SO4028	1	139	4182420	4183136	-	ssb	single-strand binding protein (NCBI ptt file)	0.5342	22	FALSE
203113	SO4029	1	139	4183245	4184612	-		transporter, putative (NCBI ptt file)	0.47	68	TRUE
203114	SO4030	1	139	4185007	4187859	+	uvrA	excinuclease ABC, A subunit (NCBI ptt file)	0.5096	123	TRUE
203115	SO4031	1	139	4187937	4188275	+		hypothetical protein (NCBI ptt file)	0.4838	21	TRUE
203116	SO4032	1	139	4188337	4189380	+		conserved hypothetical protein (NCBI ptt file)	0.4933	39	TRUE
203118	SO4034	1	139	4189577	4191448	+	deaD	ATP-dependent RNA helicase DeaD (NCBI ptt file)	0.5059	77	TRUE
203119	SO4035	1	139	4191635	4191994	+		hypothetical protein (NCBI ptt file)	0.475	16	TRUE
203120	SO4036	1	139	4192136	4192666	+		hypothetical protein (NCBI ptt file)	0.4727	23	TRUE
203121	SO4037	1	139	4192617	4193150	+		hypothetical protein (NCBI ptt file)	0.3951	37	TRUE
203122	SO4038	1	139	4193325	4193837	+		hypothetical protein (NCBI ptt file)	0.4678	25	TRUE
203123	SO4039	1	139	4193894	4194502	-		hydrolase, haloacid dehalogenase-like family (NCBI ptt file)	0.5205	28	TRUE
203124	SO4040	1	139	4194526	4195575	-		integral membrane domain protein (NCBI ptt file)	0.4867	47	TRUE
203126	SO4042	1	139	4195819	4196643	+		hydratase/decarboxylase family protein (NCBI ptt file)	0.4897	32	TRUE
203127	SO4043	1	139	4196803	4197912	+		TonB domain protein (NCBI ptt file)	0.4541	52	TRUE
203128	SO4044	1	139	4197920	4198339	-		hypothetical protein (NCBI ptt file)	0.4667	21	TRUE
203129	SO4045	1	139	4199020	4199391	+		hypothetical protein (NCBI ptt file)	0.3737	22	TRUE
203130	SO4046	1	139	4199537	4200043	+		hypothetical protein (NCBI ptt file)	0.3748	22	TRUE
203131	SO4047	1	139	4200769	4201824	-		cytochrome c family protein (NCBI ptt file)	0.5123	49	TRUE
203132	SO4048	1	139	4201835	4202461	-		cytochrome c family protein (NCBI ptt file)	0.5231	20	TRUE
203134	SO4050	1	139	4202933	4203961	-		conserved hypothetical protein (NCBI ptt file)	0.4995	43	TRUE
203135	SO4051	1	139	4203978	4205051	-		HlyD family secretion protein (NCBI ptt file)	0.5112	38	TRUE
203136	SO4052	1	139	4205060	4205533	-		transcriptional regulator, MarR family (NCBI ptt file)	0.5042	21	TRUE
203137	SO4053	1	139	4205753	4207657	+		methyl-accepting chemotaxis protein (NCBI ptt file)	0.4992	57	TRUE
203138	SO4054	1	139	4207706	4208599	-	metF	5,10-methylenetetrahydrofolate reductase (NCBI ptt file)	0.5	35	TRUE
203139	SO4055	1	139	4208836	4211229	-	metL	aspartokinase II/homoserine dehydrogenase, methionine-sensitive (NCBI ptt file)	0.515	93	TRUE
203140	SO4056	1	139	4211241	4212422	-	metB	cystathionine gamma-synthase (NCBI ptt file)	0.5161	50	TRUE
203141	SO4057	1	139	4212626	4212940	+	metJ	met repressor (NCBI ptt file)	0.5016	8	TRUE
203142	SO4058	1	139	4213037	4213780	+		conserved hypothetical protein (NCBI ptt file)	0.5148	34	TRUE
203144	SO4060	1	139	4213932	4214876	-	psrC	polysulfide reductase, subunit C (NCBI ptt file)	0.5005	41	TRUE
203145	SO4061	1	139	4214879	4215445	-	psrB	polysulfide reductase, subunit B (NCBI ptt file)	0.522	17	TRUE
203146	SO4062	1	139	4215458	4217740	-	psrA	polysulfide reductase, subunit A (NCBI ptt file)	0.509	97	TRUE
203148	SO4064	1	139	4218385	4219182	-		mcbg protein, putative (NCBI ptt file)	0.4486	35	TRUE
203150	SO4066	1	139	4219693	4220796	+		phosphoribosylaminoimidazole-succinocarboxamide synthase, putative (NCBI ptt file)	0.4937	45	TRUE
203152	SO4068	1	139	4221444	4223552	+		hypothetical protein (NCBI ptt file)	0.3134	142	TRUE
203153	SO4069	1	139	4224037	4224822	-		conserved hypothetical protein (NCBI ptt file)	0.4389	38	TRUE
203154	SO4070	1	139	4225087	4225800	-		conserved hypothetical protein (NCBI ptt file)	0.4692	36	TRUE
203155	SO4071	1	139	4225975	4226100	-		hypothetical protein (NCBI ptt file)	0.5159	6	TRUE
203156	SO4072	1	139	4226192	4227637	+	yliG	MiaB-like putative RNA modifying enzyme YliG (NCBI ptt file)	0.5069	54	TRUE
203157	SO4073	1	139	4228100	4228348	-		conserved hypothetical protein (NCBI ptt file)	0.4659	12	TRUE
203159	SO4075	1	139	4228730	4229467	+		hypothetical protein (NCBI ptt file)	0.458	44	TRUE
203161	SO4077	1	139	4229648	4231774	+		TonB-dependent receptor, putative (NCBI ptt file)	0.4927	107	TRUE
203162	SO4078	1	139	4231892	4233235	-	pmbA	pmba protein (NCBI ptt file)	0.5067	59	TRUE
203163	SO4079	1	139	4233397	4233930	+		conserved hypothetical protein (NCBI ptt file)	0.4682	19	TRUE
203164	SO4080	1	139	4233959	4236439	+		conserved hypothetical protein (NCBI ptt file)	0.5026	108	TRUE
203165	SO4081	1	139	4236494	4237825	-		amino acid permease (NCBI ptt file)	0.4707	76	TRUE
203169	SO4085	1	139	4238538	4240637	+	chiA	chitinase A (NCBI ptt file)	0.4643	111	TRUE
203171	SO4087	1	139	4240797	4241933	-		conserved hypothetical protein (NCBI ptt file)	0.4969	48	TRUE
203172	SO4088	1	139	4241935	4243242	-		conserved hypothetical protein (NCBI ptt file)	0.5076	60	TRUE
203173	SO4089	1	139	4243248	4244222	-		HlyD family secretion protein (NCBI ptt file)	0.5272	38	TRUE
203174	SO4090	1	139	4244212	4245633	-		outer membrane efflux protein (NCBI ptt file)	0.4979	64	TRUE
203175	SO4091	1	139	4245767	4247215	-	tldD	tldD protein (NCBI ptt file)	0.5072	49	TRUE
203176	SO4092	1	139	4247355	4248203	-		hydrolase, carbon-nitrogen family (NCBI ptt file)	0.49	40	TRUE
203177	SO4093	1	139	4248127	4252299	-		conserved hypothetical protein (NCBI ptt file)	0.4776	185	TRUE
203178	SO4094	1	139	4252299	4253765	-	cafA	ribonuclease G (NCBI ptt file)	0.5037	55	TRUE
203179	SO4095	1	139	4253941	4254525	-	maf	maf protein (NCBI ptt file)	0.4957	25	TRUE
203180	SO4096	1	139	4254528	4255016	-	mreD	rod shape-determining protein MreD (NCBI ptt file)	0.4642	26	FALSE
203181	SO4097	1	139	4255016	4256083	-	mreC	rod shape-determining protein MreC (NCBI ptt file)	0.515	39	FALSE
203182	SO4098	1	139	4256128	4257177	-	mreB	rod shape-determining protein MreB (NCBI ptt file)	0.4867	45	FALSE
203184	SO4100	1	139	4257520	4261293	-	mshQ	MSHA biogenesis protein MshQ (NCBI ptt file)	0.4624	192	TRUE
203185	SO4101	1	139	4261286	4261741	-	mshP	MSHA biogenesis protein MshP (NCBI ptt file)	0.4978	18	TRUE
203186	SO4102	1	139	4261731	4262579	-	mshO	MSHA biogenesis protein MshO (NCBI ptt file)	0.4653	49	TRUE
203187	SO4103	1	139	4262579	4263145	-	mshD	MSHA pilin protein MshD (NCBI ptt file)	0.4727	31	TRUE
203188	SO4104	1	139	4263135	4263608	-	mshC	MSHA pilin protein MshC (NCBI ptt file)	0.4473	28	TRUE
203189	SO4105	1	139	4263793	4264308	-	mshA	MSHA pilin protein MshA (NCBI ptt file)	0.3934	32	TRUE
203190	SO4106	1	139	4264394	4265011	-	mshB	MSHA pilin protein MshB (NCBI ptt file)	0.4773	31	TRUE
203191	SO4107	1	139	4265088	4265582	-		hypothetical protein (NCBI ptt file)	0.4525	28	TRUE
203192	SO4108	1	139	4265609	4266829	-	mshG	MSHA biogenesis protein MshG (NCBI ptt file)	0.4783	46	TRUE
203193	SO4109	1	139	4266832	4268592	-	mshE	MSHA biogenesis protein MshE (NCBI ptt file)	0.4884	83	TRUE
203194	SO4110	1	139	4268589	4269878	-		MSHA biogenesis protein MshN, putative (NCBI ptt file)	0.4938	50	TRUE
203195	SO4111	1	139	4269875	4270807	-	mshM	MSHA biogenesis protein MshM (NCBI ptt file)	0.4898	46	TRUE
203196	SO4112	1	139	4270814	4272496	-	mshL	MSHA biogenesis protein MshL (NCBI ptt file)	0.4831	77	TRUE
370269	SO4112.1	1	139	4271829	4272023	+		hypothetical protein (NCBI ptt file)	0.4359	15	FALSE
203197	SO4113	1	139	4272511	4272828	-	mshK	MSHA biogenesis protein MshK (NCBI ptt file)	0.4623	16	TRUE
203198	SO4114	1	139	4272815	4273465	-	mshJ	MSHA biogenesis protein MshJ (NCBI ptt file)	0.4424	32	TRUE
10942751	SO_4115	99	139	4273462	4273989	-			0.4981	18	TRUE
370244	SO4114.2	1	139	4274061	4274939	-		hypothetical biogenesis protein MshI (NCBI ptt file)	0.4585	48	TRUE
203199	SO4116	1	139	4275178	4277073	-	mshH	MSHA biogenesis protein MshH (NCBI ptt file)	0.4573	87	TRUE
203201	SO4118	1	139	4277303	4278547	-		malate oxidoreductase, putative (NCBI ptt file)	0.4731	64	TRUE
203203	SO4120	1	139	4279066	4279278	-	rpmE	ribosomal protein L31 (NCBI ptt file)	0.4225	12	FALSE
203204	SO4121	1	139	4279454	4280491	-		hypothetical protein (NCBI ptt file)	0.4672	40	TRUE
203205	SO4122	1	139	4280594	4282807	+	priA	primosomal protein N' (NCBI ptt file)	0.5041	93	FALSE
203206	SO4123	1	139	4282919	4284664	+	argS	arginyl-tRNA synthetase (NCBI ptt file)	0.4931	61	FALSE
203207	SO4124	1	139	4284668	4285363	+		cell division protein FtsN, putative (NCBI ptt file)	0.5072	23	FALSE
203209	SO4126	1	139	4285681	4285905	+		hypothetical protein (NCBI ptt file)	0.4133	9	TRUE
203211	SO4128	1	139	4286103	4287038	-		SPFH domain/Band 7 family protein (NCBI ptt file)	0.4583	46	TRUE
203212	SO4129	1	139	4287038	4287973	-		SPFH domain/Band 7 family protein (NCBI ptt file)	0.4626	41	TRUE
203213	SO4130	1	139	4287991	4288455	-		conserved hypothetical protein (NCBI ptt file)	0.4925	16	TRUE
203214	SO4131	1	139	4288941	4289693	+		conserved hypothetical protein (NCBI ptt file)	0.4409	40	TRUE
203216	SO4133	1	139	4289808	4290566	-	udp	uridine phosphorylase (NCBI ptt file)	0.5007	30	TRUE
203217	SO4134	1	139	4290979	4291191	+		conserved hypothetical protein (NCBI ptt file)	0.3427	8	TRUE
203218	SO4135	1	139	4291311	4292633	+		ISSod7, transposase (NCBI ptt file)	0.4853	40	FALSE
203219	SO4136	1	139	4292681	4293856	-		decarboxylase, pyridoxal-dependent (NCBI ptt file)	0.443	59	TRUE
203221	SO4138	1	139	4294261	4294743	-		conserved hypothetical protein (NCBI ptt file)	0.4472	26	TRUE
203222	SO4139	1	139	4294980	4296524	+		conserved domain protein (NCBI ptt file)	0.4699	81	TRUE
203223	SO4140	1	139	4296602	4297423	-		transcriptional regulator, LysR family (NCBI ptt file)	0.483	36	TRUE
203224	SO4141	1	139	4297602	4298333	+		oxidoreductase, short-chain dehydrogenase/reductase family (NCBI ptt file)	0.4904	30	TRUE
203225	SO4142	1	139	4298861	4299187	+		cytochrome c family protein (NCBI ptt file)	0.4801	13	TRUE
203226	SO4143	1	139	4299367	4301091	+		conserved hypothetical protein (NCBI ptt file)	0.4829	80	TRUE
203227	SO4144	1	139	4301149	4302534	+		cytochrome c, putative (NCBI ptt file)	0.4675	70	TRUE
203228	SO4145	1	139	4302768	4304270	-		conserved hypothetical protein (NCBI ptt file)	0.4345	76	TRUE
203229	SO4146	1	139	4304534	4306183	+		toxin secretion ABC transporter protein, HlyB family (NCBI ptt file)	0.4679	86	TRUE
203230	SO4147	1	139	4306186	4308270	+		ABC transporter, ATP-binding/permease protein (NCBI ptt file)	0.4624	104	TRUE
203231	SO4148	1	139	4308263	4309588	+		HlyD family secretion protein (NCBI ptt file)	0.4412	47	TRUE
203232	SO4149	1	139	4309601	4324663	+		RTX toxin, putative (NCBI ptt file)	0.597	230	TRUE
370224	SO4149.1	1	139	4319174	4319566	-		hypothetical protein (NCBI ptt file)	0.6565	4	FALSE
203233	SO4150	1	139	4324796	4326070	+		transporter, putative (NCBI ptt file)	0.5114	48	TRUE
203234	SO4151	1	139	4326131	4327135	-		polysaccharide deacetylase family protein (NCBI ptt file)	0.4876	50	TRUE
203235	SO4152	1	139	4327132	4327776	-		hypothetical protein (NCBI ptt file)	0.5101	28	TRUE
203236	SO4153	1	139	4327776	4328912	-		N-ethylmaleimide reductase, putative (NCBI ptt file)	0.518	45	TRUE
203237	SO4154	1	139	4329024	4329935	+		transcriptional regulator, LysR family (NCBI ptt file)	0.5296	32	TRUE
203238	SO4155	1	139	4330014	4331819	-		sensor histidine kinase (NCBI ptt file)	0.4784	85	TRUE
203240	SO4157	1	139	4332021	4332629	+		DNA-binding response regulator (NCBI ptt file)	0.4598	24	TRUE
203242	SO4159	1	139	4333073	4333654	+		hypothetical protein (NCBI ptt file)	0.5052	27	TRUE
203243	SO4160	1	139	4333899	4335077	+		flagellar biosynthesis protein, putative (NCBI ptt file)	0.4275	58	TRUE
203245	SO4162	1	139	4335331	4335855	+	hslV	ATP-dependent protease HslV (NCBI ptt file)	0.5086	18	TRUE
203246	SO4163	1	139	4335874	4337196	+	hslU	heat shock protein HslVU, ATPase subunit HslU (NCBI ptt file)	0.4951	41	TRUE
203247	SO4164	1	139	4337342	4337728	+		conserved hypothetical protein (NCBI ptt file)	0.4806	20	TRUE
203248	SO4165	1	139	4338416	4339618	+		ISSod4, transposase (NCBI ptt file)	0.4306	69	FALSE
203249	SO4166	1	139	4339615	4340196	-		hypothetical protein (NCBI ptt file)	0.366	37	TRUE
203251	SO4168	1	139	4341002	4341370	+		hypothetical protein (NCBI ptt file)	0.4661	15	TRUE
203252	SO4169	1	139	4341812	4343377	+		conserved hypothetical protein (NCBI ptt file)	0.4821	68	TRUE
203253	SO4170	1	139	4343403	4344113	+		C-factor, putative (NCBI ptt file)	0.4641	33	TRUE
203254	SO4171	1	139	4344158	4344634	-		hypothetical protein (NCBI ptt file)	0.4759	25	TRUE
203255	SO4172	1	139	4344666	4345217	-		DNA-binding response regulator (NCBI ptt file)	0.5199	21	TRUE
203256	SO4173	1	139	4345214	4346500	-		sensor histidine kinase (NCBI ptt file)	0.4965	61	TRUE
