locus,start,end,genomic.element,scaffold
SO3951,4095270,4095923,NC_004347.2,139
SO3952,4095935,4096408,NC_004347.2,139
SO3953,4096465,4097250,NC_004347.2,139
SO3954,4097247,4098065,NC_004347.2,139
SO3956,4098645,4099622,NC_004347.2,139
SO3957,4099622,4100173,NC_004347.2,139
SO3958,4100170,4100730,NC_004347.2,139
SO3959,4100717,4101268,NC_004347.2,139
SO3960,4101265,4101996,NC_004347.2,139
SO3961,4102103,4103578,NC_004347.2,139
SO3962,4103607,4103894,NC_004347.2,139
SO3963,4103897,4104340,NC_004347.2,139
SO3964,4104337,4105191,NC_004347.2,139
SO3965,4105178,4105453,NC_004347.2,139
SO3966,4105650,4107014,NC_004347.2,139
SO3967,4107097,4107870,NC_004347.2,139
SO3969,4108149,4108835,NC_004347.2,139
SO3972,4109505,4109738,NC_004347.2,139
SO3973,4110385,4111242,NC_004347.2,139
SO3974,4111729,4112277,NC_004347.2,139
SO3975,4112300,4113094,NC_004347.2,139
SO3976,4113629,4114408,NC_004347.2,139
SO3978,4114642,4115562,NC_004347.2,139
SO3979,4115895,4116038,NC_004347.2,139
SO3980,4116204,4117607,NC_004347.2,139
SO3981,4117886,4119643,NC_004347.2,139
SO3982,4119636,4120265,NC_004347.2,139
SO3983,4120355,4120729,NC_004347.2,139
SO3984,4120909,4121874,NC_004347.2,139
SO3985,4121943,4123058,NC_004347.2,139
SO3986,4123060,4124415,NC_004347.2,139
SO3987,4124984,4125418,NC_004347.2,139
SO3988,4126001,4126717,NC_004347.2,139
SO3990,4127030,4129321,NC_004347.2,139
SO3991,4129619,4130596,NC_004347.2,139
SO3993,4131225,4132292,NC_004347.2,139
SO3994,4132274,4133293,NC_004347.2,139
SO3996,4134058,4134627,NC_004347.2,139
SO3997,4135154,4135642,NC_004347.2,139
SO3999,4135773,4136705,NC_004347.2,139
SO4000,4136781,4137995,NC_004347.2,139
SO4001,4137990,4138679,NC_004347.2,139
SO4002,4138683,4143752,NC_004347.2,139
SO4003,4143980,4145053,NC_004347.2,139
SO4004,4145298,4146524,NC_004347.2,139
SO4005,4146915,4147787,NC_004347.2,139
SO4006,4147775,4148998,NC_004347.2,139
SO4007,4149038,4149700,NC_004347.2,139
SO4008,4149700,4153350,NC_004347.2,139
SO4010,4153665,4153808,NC_004347.2,139
SO4011,4153892,4154593,NC_004347.2,139
SO4012,4154724,4155002,NC_004347.2,139
SO4013,4155073,4156896,NC_004347.2,139
SO4014,4157011,4160082,NC_004347.2,139
SO4015,4160082,4161389,NC_004347.2,139
SO4015.1,4160134,4160376,NC_004347.2,139
SO4016,4161663,4163006,NC_004347.2,139
SO4017,4163355,4164788,NC_004347.2,139
SO4018,4165038,4166408,NC_004347.2,139
SO4019,4166778,4169501,NC_004347.2,139
SO4020,4169519,4170484,NC_004347.2,139
SO4021,4170459,4171649,NC_004347.2,139
SO4022,4171868,4174699,NC_004347.2,139
SO4024,4176035,4177237,NC_004347.2,139
SO4025,4177259,4181701,NC_004347.2,139
SO4026,4181751,4181912,NC_004347.2,139
SO4027,4181894,4182298,NC_004347.2,139
SO4028,4182420,4183136,NC_004347.2,139
SO4029,4183245,4184612,NC_004347.2,139
SO4030,4185007,4187859,NC_004347.2,139
SO4031,4187937,4188275,NC_004347.2,139
SO4032,4188337,4189380,NC_004347.2,139
SO4034,4189577,4191448,NC_004347.2,139
SO4035,4191635,4191994,NC_004347.2,139
SO4036,4192136,4192666,NC_004347.2,139
SO4037,4192617,4193150,NC_004347.2,139
SO4038,4193325,4193837,NC_004347.2,139
SO4039,4193894,4194502,NC_004347.2,139
SO4040,4194526,4195575,NC_004347.2,139
SO4042,4195819,4196643,NC_004347.2,139
SO4043,4196803,4197912,NC_004347.2,139
SO4044,4197920,4198339,NC_004347.2,139
SO4045,4199020,4199391,NC_004347.2,139
SO4046,4199537,4200043,NC_004347.2,139
SO4047,4200769,4201824,NC_004347.2,139
SO4048,4201835,4202461,NC_004347.2,139
SO4050,4202933,4203961,NC_004347.2,139
SO4051,4203978,4205051,NC_004347.2,139
SO4052,4205060,4205533,NC_004347.2,139
SO4053,4205753,4207657,NC_004347.2,139
SO4054,4207706,4208599,NC_004347.2,139
SO4055,4208836,4211229,NC_004347.2,139
SO4056,4211241,4212422,NC_004347.2,139
SO4057,4212626,4212940,NC_004347.2,139
SO4058,4213037,4213780,NC_004347.2,139
SO4060,4213932,4214876,NC_004347.2,139
SO4061,4214879,4215445,NC_004347.2,139
SO4062,4215458,4217740,NC_004347.2,139
SO4064,4218385,4219182,NC_004347.2,139
SO4066,4219693,4220796,NC_004347.2,139
SO4068,4221444,4223552,NC_004347.2,139
SO4069,4224037,4224822,NC_004347.2,139
SO4070,4225087,4225800,NC_004347.2,139
SO4071,4225975,4226100,NC_004347.2,139
SO4072,4226192,4227637,NC_004347.2,139
SO4073,4228100,4228348,NC_004347.2,139
SO4075,4228730,4229467,NC_004347.2,139
SO4077,4229648,4231774,NC_004347.2,139
SO4078,4231892,4233235,NC_004347.2,139
SO4079,4233397,4233930,NC_004347.2,139
SO4080,4233959,4236439,NC_004347.2,139
SO4081,4236494,4237825,NC_004347.2,139
SO4085,4238538,4240637,NC_004347.2,139
SO4087,4240797,4241933,NC_004347.2,139
SO4088,4241935,4243242,NC_004347.2,139
SO4089,4243248,4244222,NC_004347.2,139
SO4090,4244212,4245633,NC_004347.2,139
SO4091,4245767,4247215,NC_004347.2,139
SO4092,4247355,4248203,NC_004347.2,139
SO4093,4248127,4252299,NC_004347.2,139
SO4094,4252299,4253765,NC_004347.2,139
SO4095,4253941,4254525,NC_004347.2,139
SO4096,4254528,4255016,NC_004347.2,139
SO4097,4255016,4256083,NC_004347.2,139
SO4098,4256128,4257177,NC_004347.2,139
SO4100,4257520,4261293,NC_004347.2,139
SO4101,4261286,4261741,NC_004347.2,139
SO4102,4261731,4262579,NC_004347.2,139
SO4103,4262579,4263145,NC_004347.2,139
SO4104,4263135,4263608,NC_004347.2,139
SO4105,4263793,4264308,NC_004347.2,139
SO4106,4264394,4265011,NC_004347.2,139
SO4107,4265088,4265582,NC_004347.2,139
SO4108,4265609,4266829,NC_004347.2,139
SO4109,4266832,4268592,NC_004347.2,139
SO4110,4268589,4269878,NC_004347.2,139
SO4111,4269875,4270807,NC_004347.2,139
SO4112,4270814,4272496,NC_004347.2,139
SO4112.1,4271829,4272023,NC_004347.2,139
SO4113,4272511,4272828,NC_004347.2,139
SO4114,4272815,4273465,NC_004347.2,139
SO4114.2,4274061,4274939,NC_004347.2,139
SO4116,4275178,4277073,NC_004347.2,139
SO4118,4277303,4278547,NC_004347.2,139
SO4120,4279066,4279278,NC_004347.2,139
SO4121,4279454,4280491,NC_004347.2,139
SO4122,4280594,4282807,NC_004347.2,139
SO4123,4282919,4284664,NC_004347.2,139
SO4124,4284668,4285363,NC_004347.2,139
SO4126,4285681,4285905,NC_004347.2,139
SO4128,4286103,4287038,NC_004347.2,139
SO4129,4287038,4287973,NC_004347.2,139
SO4130,4287991,4288455,NC_004347.2,139
SO4131,4288941,4289693,NC_004347.2,139
SO4133,4289808,4290566,NC_004347.2,139
SO4134,4290979,4291191,NC_004347.2,139
SO4135,4291311,4292633,NC_004347.2,139
SO4136,4292681,4293856,NC_004347.2,139
SO4138,4294261,4294743,NC_004347.2,139
SO4139,4294980,4296524,NC_004347.2,139
SO4140,4296602,4297423,NC_004347.2,139
SO4141,4297602,4298333,NC_004347.2,139
SO4142,4298861,4299187,NC_004347.2,139
SO4143,4299367,4301091,NC_004347.2,139
SO4144,4301149,4302534,NC_004347.2,139
SO4145,4302768,4304270,NC_004347.2,139
SO4146,4304534,4306183,NC_004347.2,139
SO4147,4306186,4308270,NC_004347.2,139
SO4148,4308263,4309588,NC_004347.2,139
SO4149,4309601,4324663,NC_004347.2,139
SO4149.1,4319174,4319566,NC_004347.2,139
SO4150,4324796,4326070,NC_004347.2,139
SO4151,4326131,4327135,NC_004347.2,139
SO4152,4327132,4327776,NC_004347.2,139
SO4153,4327776,4328912,NC_004347.2,139
SO4154,4329024,4329935,NC_004347.2,139
SO4155,4330014,4331819,NC_004347.2,139
SO4157,4332021,4332629,NC_004347.2,139
SO4159,4333073,4333654,NC_004347.2,139
SO4160,4333899,4335077,NC_004347.2,139
SO4162,4335331,4335855,NC_004347.2,139
SO4163,4335874,4337196,NC_004347.2,139
SO4164,4337342,4337728,NC_004347.2,139
SO4165,4338416,4339618,NC_004347.2,139
SO4166,4339615,4340196,NC_004347.2,139
SO4168,4341002,4341370,NC_004347.2,139
SO4169,4341812,4343377,NC_004347.2,139
SO4170,4343403,4344113,NC_004347.2,139
SO4171,4344158,4344634,NC_004347.2,139
SO4172,4344666,4345217,NC_004347.2,139
SO4173,4345214,4346500,NC_004347.2,139
SO4174,4346500,4347420,NC_004347.2,139
SO4176,4347715,4349448,NC_004347.2,139
SO4177,4349450,4349806,NC_004347.2,139
SO4178,4349988,4351043,NC_004347.2,139
SO4179,4351043,4352254,NC_004347.2,139
SO4180,4352368,4353756,NC_004347.2,139
SO4182,4355009,4355584,NC_004347.2,139
SO4183,4355614,4356423,NC_004347.2,139
SO4184,4356483,4356773,NC_004347.2,139
SO4185,4356953,4357177,NC_004347.2,139
SO4186,4357211,4357339,NC_004347.2,139
SO4187,4357416,4357976,NC_004347.2,139
SO4188,4358109,4358219,NC_004347.2,139
SO4189,4358311,4358772,NC_004347.2,139
SO4190,4358916,4359836,NC_004347.2,139
SO4191,4360057,4360635,NC_004347.2,139
SO4193,4360866,4362239,NC_004347.2,139
SO4194,4362376,4363416,NC_004347.2,139
SO4195,4363472,4363984,NC_004347.2,139
SO4196,4364309,4364557,NC_004347.2,139
SO4197,4364881,4365366,NC_004347.2,139
SO4198,4365733,4366548,NC_004347.2,139
SO4199,4366790,4367545,NC_004347.2,139
SO4200,4367548,4368165,NC_004347.2,139
SO4201,4368162,4369811,NC_004347.2,139
SO4202,4369871,4370137,NC_004347.2,139
SO4203,4370144,4370593,NC_004347.2,139
SO4204,4370597,4371346,NC_004347.2,139
SO4205,4371387,4371908,NC_004347.2,139
SO4206,4371908,4372711,NC_004347.2,139
SO4207,4372704,4374581,NC_004347.2,139
SO4208,4374591,4375601,NC_004347.2,139
SO4209,4375842,4376090,NC_004347.2,139
SO4210,4376278,4376823,NC_004347.2,139
SO4211,4383076,4385802,NC_004347.2,139
SO4212,4385863,4386762,NC_004347.2,139
SO4213,4386790,4387236,NC_004347.2,139
SO4214,4387250,4388170,NC_004347.2,139
SO4215,4388350,4389537,NC_004347.2,139
SO4216,4389565,4390800,NC_004347.2,139
SO4217,4390781,4391569,NC_004347.2,139
SO4218,4391681,4393147,NC_004347.2,139
SO4219,4393150,4394238,NC_004347.2,139
SO4220,4394238,4395449,NC_004347.2,139
SO4221,4395439,4396758,NC_004347.2,139
SO4222,4396765,4397847,NC_004347.2,139
SO4223,4397848,4399230,NC_004347.2,139
SO4224,4399230,4400705,NC_004347.2,139
SO4225,4400705,4402456,NC_004347.2,139
SO4226,4402470,4402784,NC_004347.2,139
SO4227,4402796,4403737,NC_004347.2,139
SO4228,4403768,4404226,NC_004347.2,139
SO4229,4405046,4405363,NC_004347.2,139
SO4230,4405452,4406936,NC_004347.2,139
SO4230.1,4407223,4408188,NC_004347.2,139
SO4232,4408573,4409886,NC_004347.2,139
SO4233,4410417,4411022,NC_004347.2,139
SO4234,4411047,4412471,NC_004347.2,139
SO4235,4412471,4413565,NC_004347.2,139
SO4236,4413617,4415185,NC_004347.2,139
SO4238,4415682,4416266,NC_004347.2,139
SO4239,4416254,4417468,NC_004347.2,139
SO4240,4417647,4418807,NC_004347.2,139
SO4241,4418789,4420612,NC_004347.2,139
SO4242,4420864,4421328,NC_004347.2,139
SO4243,4421545,4422429,NC_004347.2,139
SO4244,4422473,4422991,NC_004347.2,139
SO4245,4423096,4424433,NC_004347.2,139
SO4246,4424738,4424911,NC_004347.2,139
SO4247,4424918,4425154,NC_004347.2,139
SO4248,4425276,4425953,NC_004347.2,139
SO4249,4426076,4427302,NC_004347.2,139
SO4250,4427303,4427761,NC_004347.2,139
SO4251,4427793,4428386,NC_004347.2,139
SO4252,4428521,4430509,NC_004347.2,139
SO4254,4430777,4431427,NC_004347.2,139
SO4255,4431516,4432163,NC_004347.2,139
SO4256,4432337,4433050,NC_004347.2,139
SO4257,4433260,4434123,NC_004347.2,139
SO4258,4434306,4435187,NC_004347.2,139
SO4259,4435220,4436422,NC_004347.2,139
SO4260,4436455,4437174,NC_004347.2,139
SO4261,4437386,4438036,NC_004347.2,139
SO4262,4438417,4438914,NC_004347.2,139
SO4263,4438911,4439615,NC_004347.2,139
SO4264,4439626,4441113,NC_004347.2,139
SO4265,4441110,4442723,NC_004347.2,139
SO4266,4442851,4443969,NC_004347.2,139
SO4267,4444274,4447840,NC_004347.2,139
SO4268,4447966,4448232,NC_004347.2,139
SO4269,4448226,4449041,NC_004347.2,139
SO4270,4449220,4450101,NC_004347.2,139
SO4273,4452763,4453035,NC_004347.2,139
SO4274,4453208,4454011,NC_004347.2,139
SO4275,4454175,4454423,NC_004347.2,139
SO4275.1,4450419,4450853,NC_004347.2,139
SO4275.3,4451215,4451286,NC_004347.2,139
SO4275.4,4451489,4452493,NC_004347.2,139
SO4276,4454775,4455032,NC_004347.2,139
SO4277,4455979,4456788,NC_004347.2,139
SO4278,4456848,4457138,NC_004347.2,139
SO4279,4457392,4458369,NC_004347.2,139
SO4280,4458969,4459724,NC_004347.2,139
SO4281,4460581,4461225,NC_004347.2,139
SO4282,4461229,4462593,NC_004347.2,139
SO4283,4462599,4463657,NC_004347.2,139
SO4284,4463864,4465069,NC_004347.2,139
SO4285,4465546,4465695,NC_004347.2,139
SO4286,4465816,4466643,NC_004347.2,139
SO4287,4466648,4467382,NC_004347.2,139
SO4288,4467552,4468184,NC_004347.2,139
SO4289,4468437,4469186,NC_004347.2,139
SO4290,4469229,4470065,NC_004347.2,139
SO4291,4470095,4470967,NC_004347.2,139
SO4292,4471049,4471858,NC_004347.2,139
SO4293,4472576,4472866,NC_004347.2,139
SO4294,4472926,4473735,NC_004347.2,139
SO4295,4473891,4474442,NC_004347.2,139
SO4296,4474439,4475644,NC_004347.2,139
SO4297,4475715,4476440,NC_004347.2,139
SO4298,4476754,4477428,NC_004347.2,139
SO4299,4477614,4478246,NC_004347.2,139
SO4300,4478972,4479781,NC_004347.2,139
SO4301,4479841,4480131,NC_004347.2,139
SO4302,4480919,4481587,NC_004347.2,139
SO4303,4481686,4482189,NC_004347.2,139
SO4304,4482195,4482770,NC_004347.2,139
SO4305,4482896,4483618,NC_004347.2,139
SO4306,4483618,4484517,NC_004347.2,139
SO4307,4484559,4485179,NC_004347.2,139
SO4308,4485191,4486018,NC_004347.2,139
SO4309,4486089,4487333,NC_004347.2,139
SO4310,4487376,4487570,NC_004347.2,139
SO4311,4487644,4487967,NC_004347.2,139
SO4312,4488008,4490422,NC_004347.2,139
SO4313,4490624,4491556,NC_004347.2,139
SO4314,4491561,4492301,NC_004347.2,139
SO4315,4492362,4493606,NC_004347.2,139
SO4316,4493603,4494769,NC_004347.2,139
SO4317,4495152,4503458,NC_004347.2,139
SO4318,4503564,4505744,NC_004347.2,139
SO4319,4505665,4507119,NC_004347.2,139
SO4320,4507146,4508561,NC_004347.2,139
SO4321,4508558,4509163,NC_004347.2,139
SO4322,4509182,4509889,NC_004347.2,139
SO4323,4509898,4511817,NC_004347.2,139
SO4324,4512635,4515265,NC_004347.2,139
SO4325,4515491,4517506,NC_004347.2,139
SO4326,4517790,4518398,NC_004347.2,139
SO4327,4518424,4519542,NC_004347.2,139
SO4327.1,4519556,4521445,NC_004347.2,139
SO4329,4522763,4523017,NC_004347.2,139
SO4330,4523186,4523518,NC_004347.2,139
SO4331,4523578,4523934,NC_004347.2,139
SO4332,4523931,4525097,NC_004347.2,139
SO4333,4525333,4525860,NC_004347.2,139
SO4334,4526146,4527507,NC_004347.2,139
SO4335,4527624,4528406,NC_004347.2,139
SO4337,4528777,4529277,NC_004347.2,139
SO4339,4529617,4530981,NC_004347.2,139
SO4340,4531068,4531943,NC_004347.2,139
SO4341,4532618,4533526,NC_004347.2,139
SO4342,4534088,4534381,NC_004347.2,139
SO4343,4534383,4535519,NC_004347.2,139
SO4344,4535656,4537293,NC_004347.2,139
SO4345,4537295,4539154,NC_004347.2,139
SO4346,4539233,4539493,NC_004347.2,139
SO4347,4539490,4541148,NC_004347.2,139
SO4349,4541742,4543220,NC_004347.2,139
SO4350,4543417,4544289,NC_004347.2,139
SO4351,4544347,4545663,NC_004347.2,139
SO4351.1,4545835,4546095,NC_004347.2,139
SO4353,4546129,4546671,NC_004347.2,139
SO4354,4546634,4546960,NC_004347.2,139
SO4355,4547271,4547984,NC_004347.2,139
SO4356,4548063,4550081,NC_004347.2,139
SO4357,4550380,4550997,NC_004347.2,139
SO4358,4551016,4553604,NC_004347.2,139
SO4359,4553623,4555593,NC_004347.2,139
SO4360,4555605,4556519,NC_004347.2,139
SO4361,4556587,4557036,NC_004347.2,139
SO4362,4557054,4557683,NC_004347.2,139
SO4364,4558251,4560317,NC_004347.2,139
SO4365,4560496,4561389,NC_004347.2,139
SO4366,4561760,4562500,NC_004347.2,139
SO4367,4562493,4563344,NC_004347.2,139
SO4368,4563328,4563582,NC_004347.2,139
SO4369,4563592,4563840,NC_004347.2,139
SO4370,4563840,4564388,NC_004347.2,139
SO4371,4564385,4565749,NC_004347.2,139
SO4372,4565742,4566116,NC_004347.2,139
SO4373,4566149,4567933,NC_004347.2,139
SO4374,4567930,4569495,NC_004347.2,139
SO4375,4569492,4569926,NC_004347.2,139
SO4376,4569923,4570753,NC_004347.2,139
SO4377,4570753,4573257,NC_004347.2,139
SO4378,4573258,4574568,NC_004347.2,139
SO4379,4574573,4575325,NC_004347.2,139
SO4380,4575430,4576647,NC_004347.2,139
SO4381,4576653,4577195,NC_004347.2,139
SO4382,4577300,4578025,NC_004347.2,139
SO4383,4578026,4579288,NC_004347.2,139
SO4384,4579299,4580042,NC_004347.2,139
SO4385,4580321,4581676,NC_004347.2,139
SO4386,4581797,4582999,NC_004347.2,139
SO4387,4583032,4584534,NC_004347.2,139
SO4388,4584567,4585250,NC_004347.2,139
SO4391,4587674,4588408,NC_004347.2,139
SO4393,4589077,4589532,NC_004347.2,139
SO4394,4589665,4589991,NC_004347.2,139
SO4395,4590031,4590195,NC_004347.2,139
SO4396,4590257,4590853,NC_004347.2,139
SO4397,4590988,4591425,NC_004347.2,139
SO4398,4591451,4591888,NC_004347.2,139
SO4399,4591904,4592518,NC_004347.2,139
SO4400,4592515,4593471,NC_004347.2,139
SO4401,4593675,4594562,NC_004347.2,139
SO4402,4594641,4594865,NC_004347.2,139
SO4403,4594880,4595548,NC_004347.2,139
SO4404,4595949,4597076,NC_004347.2,139
SO4405,4597190,4599376,NC_004347.2,139
SO4407,4599742,4600776,NC_004347.2,139
SO4408,4600865,4602676,NC_004347.2,139
SO4409,4602910,4603074,NC_004347.2,139
SO4410,4603654,4605063,NC_004347.2,139
SO4411,4605328,4605600,NC_004347.2,139
SO4412,4606141,4606464,NC_004347.2,139
SO4413,4606608,4607744,NC_004347.2,139
SO4414,4607749,4608927,NC_004347.2,139
SO4417,4609208,4610551,NC_004347.2,139
SO4418,4610764,4611429,NC_004347.2,139
SO4419,4611433,4612014,NC_004347.2,139
SO4420,4612038,4612550,NC_004347.2,139
SO4421,4612554,4612736,NC_004347.2,139
SO4423,4615286,4615411,NC_004347.2,139
SO4423.1,4613041,4614039,NC_004347.2,139
SO4425,4615800,4617107,NC_004347.2,139
SO4427,4617831,4619087,NC_004347.2,139
SO4428,4619137,4619814,NC_004347.2,139
SO4429,4619866,4620387,NC_004347.2,139
SO4430,4620880,4621044,NC_004347.2,139
SO4431,4621083,4621298,NC_004347.2,139
SO4432,4621273,4622487,NC_004347.2,139
SO4433,4622568,4623170,NC_004347.2,139
SO4434,4623379,4624044,NC_004347.2,139
SO4435,4624133,4624393,NC_004347.2,139
SO4436,4624326,4625246,NC_004347.2,139
SO4437,4625353,4626567,NC_004347.2,139
SO4438,4626642,4627016,NC_004347.2,139
SO4439,4627121,4629589,NC_004347.2,139
SO4440,4629550,4629975,NC_004347.2,139
SO4441,4629990,4630280,NC_004347.2,139
SO4442,4630340,4631149,NC_004347.2,139
SO4443,4631172,4632032,NC_004347.2,139
SO4444,4632035,4632673,NC_004347.2,139
SO4445,4632770,4636195,NC_004347.2,139
SO4446,4636205,4637308,NC_004347.2,139
SO4447,4637289,4637969,NC_004347.2,139
SO4448,4637978,4638769,NC_004347.2,139
SO4449,4638801,4639268,NC_004347.2,139
SO4450,4639270,4639521,NC_004347.2,139
SO4451,4639541,4640020,NC_004347.2,139
SO4452,4640134,4641114,NC_004347.2,139
SO4453,4641484,4643133,NC_004347.2,139
SO4454,4643423,4645351,NC_004347.2,139
SO4455,4645427,4645783,NC_004347.2,139
SO4456,4645820,4646515,NC_004347.2,139
SO4457,4646588,4648045,NC_004347.2,139
SO4458,4648354,4649193,NC_004347.2,139
SO4461,4649831,4650028,NC_004347.2,139
SO4462,4650037,4650432,NC_004347.2,139
SO4463,4650574,4651548,NC_004347.2,139
SO4465,4651842,4653941,NC_004347.2,139
SO4466,4654062,4656017,NC_004347.2,139
SO4467,4656328,4656639,NC_004347.2,139
SO4468,4656754,4657350,NC_004347.2,139
SO4469,4657483,4658640,NC_004347.2,139
SO4470,4658937,4659470,NC_004347.2,139
SO4471,4659592,4660638,NC_004347.2,139
SO4472,4660676,4662091,NC_004347.2,139
SO4473,4662161,4662727,NC_004347.2,139
SO4474,4662881,4663234,NC_004347.2,139
SO4475,4663350,4664240,NC_004347.2,139
SO4476,4664291,4664782,NC_004347.2,139
SO4477,4665126,4665812,NC_004347.2,139
SO4478,4665827,4667176,NC_004347.2,139
SO4479,4667254,4669104,NC_004347.2,139
SO4480,4669472,4670992,NC_004347.2,139
SO4481,4671086,4671589,NC_004347.2,139
SO4482,4671618,4672040,NC_004347.2,139
SO4483,4672247,4672843,NC_004347.2,139
SO4484,4672877,4673311,NC_004347.2,139
SO4485,4673365,4673928,NC_004347.2,139
SO4486,4673921,4674187,NC_004347.2,139
SO4487,4674187,4674849,NC_004347.2,139
SO4488,4674852,4676168,NC_004347.2,139
SO4489,4676296,4676760,NC_004347.2,139
SO4490,4676855,4677076,NC_004347.2,139
SO4491,4677088,4677321,NC_004347.2,139
SO4492,4677431,4677943,NC_004347.2,139
SO4494,4678590,4678814,NC_004347.2,139
SO4494.1,4678390,4678620,NC_004347.2,139
SO4497,4685644,4686849,NC_004347.2,139
SO4498,4686932,4687303,NC_004347.2,139
SO4502,4694289,4695194,NC_004347.2,139
SO4503,4695252,4696001,NC_004347.2,139
SO4504,4696444,4696908,NC_004347.2,139
SO4505,4696908,4697564,NC_004347.2,139
SO4506,4697735,4699411,NC_004347.2,139
SO4507,4699422,4700099,NC_004347.2,139
SO4508,4700262,4700459,NC_004347.2,139
SO4509,4700477,4703326,NC_004347.2,139
SO4510,4703353,4703949,NC_004347.2,139
SO4511,4703999,4705027,NC_004347.2,139
SO4512,4705407,4705607,NC_004347.2,139
SO4513,4705625,4708477,NC_004347.2,139
SO4514,4708507,4709076,NC_004347.2,139
SO4515,4709153,4710136,NC_004347.2,139
SO4516,4710223,4712280,NC_004347.2,139
SO4519,4713116,4714042,NC_004347.2,139
SO4520,4714407,4715744,NC_004347.2,139
SO4521,4715808,4716095,NC_004347.2,139
SO4522,4716126,4717067,NC_004347.2,139
SO4524,4719235,4720212,NC_004347.2,139
SO4525,4720294,4721163,NC_004347.2,139
SO4525.1,4721354,4722085,NC_004347.2,139
SO4527,4722086,4722940,NC_004347.2,139
SO4528,4723037,4723849,NC_004347.2,139
SO4529,4724172,4724636,NC_004347.2,139
SO4530,4724770,4725747,NC_004347.2,139
SO4532,4726098,4726655,NC_004347.2,139
SO4533,4726645,4727124,NC_004347.2,139
SO4535,4727779,4728261,NC_004347.2,139
SO4537,4728580,4730607,NC_004347.2,139
SO4537.2,4732158,4733489,NC_004347.2,139
SO4539,4734044,4738948,NC_004347.2,139
SO4542,4739232,4740122,NC_004347.2,139
SO4543,4740350,4741276,NC_004347.2,139
SO4544,4741479,4741964,NC_004347.2,139
SO4545,4742010,4743212,NC_004347.2,139
SO4546,4743553,4743693,NC_004347.2,139
SO4547,4743909,4744886,NC_004347.2,139
SO4548,4745035,4746069,NC_004347.2,139
SO4549,4746394,4746561,NC_004347.2,139
SO4550,4746578,4747216,NC_004347.2,139
SO4551,4747284,4747637,NC_004347.2,139
SO4552,4747944,4750061,NC_004347.2,139
SO4554,4750361,4750954,NC_004347.2,139
SO4555,4751075,4752283,NC_004347.2,139
SO4556,4752399,4753364,NC_004347.2,139
SO4557,4753426,4755297,NC_004347.2,139
SO4558,4755742,4756092,NC_004347.2,139
SO4559,4756096,4757550,NC_004347.2,139
SO4560,4757586,4758377,NC_004347.2,139
SO4561,4758485,4759012,NC_004347.2,139
SO4562,4759109,4759558,NC_004347.2,139
SO4563,4759697,4760521,NC_004347.2,139
SO4564,4760828,4761439,NC_004347.2,139
SO4566,4762822,4762950,NC_004347.2,139
SO4567,4763020,4763451,NC_004347.2,139
SO4568,4763717,4764658,NC_004347.2,139
SO4570,4764722,4765129,NC_004347.2,139
SO4571,4765360,4766319,NC_004347.2,139
SO4572,4766497,4766799,NC_004347.2,139
SO4573,4766990,4768711,NC_004347.2,139
SO4574,4768711,4769511,NC_004347.2,139
SO4575,4769562,4770686,NC_004347.2,139
SO4576,4770745,4772139,NC_004347.2,139
SO4577,4772183,4772488,NC_004347.2,139
SO4578,4772518,4773549,NC_004347.2,139
SO4579,4773582,4774142,NC_004347.2,139
SO4580,4774668,4775477,NC_004347.2,139
SO4581,4775537,4775827,NC_004347.2,139
SO4582,4776486,4777688,NC_004347.2,139
SO4583,4778232,4779089,NC_004347.2,139
SO4584,4779320,4780285,NC_004347.2,139
SO4585,4780282,4780983,NC_004347.2,139
SO4586,4780987,4782519,NC_004347.2,139
SO4587,4782862,4783434,NC_004347.2,139
SO4588,4783436,4783717,NC_004347.2,139
SO4589,4783665,4784666,NC_004347.2,139
SO4590,4784767,4785300,NC_004347.2,139
SO4591,4785363,4785926,NC_004347.2,139
SO4592,4786336,4786698,NC_004347.2,139
SO4593,4786793,4787248,NC_004347.2,139
SO4594,4787299,4787796,NC_004347.2,139
SO4596,4788013,4788273,NC_004347.2,139
SO4597,4788361,4789779,NC_004347.2,139
SO4598,4789789,4792926,NC_004347.2,139
SO4599,4793172,4794326,NC_004347.2,139
SO4600,4794347,4795129,NC_004347.2,139
SO4601,4795342,4796586,NC_004347.2,139
SO4602,4796591,4799020,NC_004347.2,139
SO4603,4799182,4799802,NC_004347.2,139
SO4604,4799799,4800311,NC_004347.2,139
SO4606,4800716,4802257,NC_004347.2,139
SO4607,4802272,4803864,NC_004347.2,139
SO4608,4803866,4804447,NC_004347.2,139
SO4609,4804444,4805319,NC_004347.2,139
SO4610,4805366,4805596,NC_004347.2,139
SO4611,4805595,4806440,NC_004347.2,139
SO4612,4806517,4807062,NC_004347.2,139
SO4613,4807062,4808054,NC_004347.2,139
SO4614,4808057,4808959,NC_004347.2,139
SO4615,4809010,4809651,NC_004347.2,139
SO4616,4809696,4810742,NC_004347.2,139
SO4617,4810765,4812132,NC_004347.2,139
SO4618,4812210,4814147,NC_004347.2,139
SO4619,4814210,4814788,NC_004347.2,139
SO4620,4815040,4816788,NC_004347.2,139
SO4621,4816881,4817759,NC_004347.2,139
SO4622,4817820,4819061,NC_004347.2,139
SO4623,4819048,4819725,NC_004347.2,139
SO4624,4819728,4820474,NC_004347.2,139
SO4625,4820646,4821353,NC_004347.2,139
