locus,start,end
b0139,152829,155426
b0135,149715,150953
b0920,972622,973401
b0935,994843,995988
b1515,1604047,1605039
b0290,305174,306817
b0085,93166,94653
b1283,1343110,1343328
b2751,2873992,2875419
b0137,151626,152231
b0530,558212,558754
b2817,2947757,2949010
b2811,2944542,2944985
b1292,1353628,1354518
b0291,306807,309332
b0635,666316,668217
b2952,3095820,3096386
b0365,385232,386194
b3443,3583038,3583427
b4319,4548285,4548788
b1990,2062391,2063323
b2762,2887578,2888312
b3750,3935288,3936253
b4657,4534430,4534675
b3189,3335235,3336494
b4411,4376553,4376699
b1987,2059964,2060914
b4642,2078549,2078677
b3145,3291341,3292432
b2328,2445560,2446384
b0701,733370,733591
b4136,4363345,4365042
b0590,621185,622189
b4503,239190,239378
b1655,1734435,1735250
b1482,1556625,1557056
b2422,2539717,2540814
b4105,4323336,4324352
b3043,3185414,3185965
b3967,4165428,4166285
b1367,1426055,1426288
b1683,1762522,1764009
b1485,1559014,1559910
b2969,3111128,3111988
b0084,91413,93179
b1049,1110863,1113406
b2522,2654157,2654933
b1028,1095544,1095846
b4317,4545096,4547732
b1105,1162638,1163279
b2413,2531463,2532224
b3194,3338466,3339248
b4653,3836425,3836556
b3396,3522871,3525423
b0239,256527,257771
b1680,1759303,1760523
b4631,317439,317567
b2335,2451072,2451584
b2291,2408862,2409461
b3182,3328963,3330396
b4448,3238374,3238561
b3917,4108834,4109823
b2178,2274179,2275273
b1456,1527890,1529938
b0174,194903,195664
b0428,446815,447705
b0937,996937,997512
b0138,152243,152812
b4246,4472399,4472533
b3147,3293400,3295436
b4247,4472513,4472845
b2425,2542512,2543528
b2678,2806010,2807074
b2435,2552352,2553221
b3398,3526469,3528604
b0366,386207,386974
b4650,3768639,3768890
b4314,4543115,4543663
b3642,3815127,3815768
b0091,100765,102240
b1052,1114211,1114309
b2763,2888387,2890099
b1312,1374090,1374932
b4614,3722076,3722105
b2175,2269979,2270545
b4682,2905557,2905697
b2529,2659903,2660289
b0297,314357,315244
b1504,1588309,1588839
b2166,2258355,2259296
b4169,4396065,4397402
b0933,993277,994044
b3542,3703859,3704761
b0263,278814,279162
b0087,96002,97084
b1973,2041375,2042025
b2750,2873387,2873992
b4647,3720448,3720632
b2826,2963707,2964177
b1062,1121561,1122607
b1678,1757721,1758725
b0079,87860,87946
b2799,2931865,2933013
b4086,4308489,4309469
b4552,3623887,3624132
b3972,4172057,4173085
b3494,3639385,3639720
b4468,3125470,3126522
b0943,1003439,1003954
b0032,29651,30799
b1714,1797959,1798942
b3007,3151977,3152132
b0507,533916,535697
b1245,1303834,1304742
b4282,4506861,4507109
b2890,3033657,3035174
b1489,1563334,1565733
b2979,3126522,3128021
b0229,248358,250070
b4315,4543728,4544267
b0323,340165,341115
b0481,506603,507082
b0725,758464,758724
b4467,3124236,3125459
b4460,1982554,1983540
b4638,1434958,1435008
b2514,2639301,2640575
b1112,1169073,1169330
b0514,541888,543033
b4519,1211413,1211577
b0938,997868,998407
b0945,1004768,1005778
b1637,1715948,1717222
b3726,3908549,3909439
b1116,1175427,1176626
b4486,4574135,4576855
b2400,2519257,2520672
b1333,1397672,1398622
b4101,4321244,4321696
b3777,3960012,3960460
b0534,563330,563845
b0033,30817,34038
b0893,939428,940720
b2651,2785221,2785352
b0934,994041,994832
b4231,4453583,4454578
b4688,290510,290638
b1866,1948750,1950522
b3251,3400044,3401087
b3724,3906853,3907578
b4641,2068261,2068419
b2339,2455083,2455646
b1207,1260928,1261875
b1713,1795557,1797944
b3493,3637642,3639141
b0857,897084,897929
b4524,1381789,1381902
b2697,2819381,2822011
b4252,4474862,4475314
b0399,417142,417831
b4583,4322443,4323281
b0141,156299,156883
b4245,4471460,4472395
b4129,4353200,4354717
b0384,403281,403601
b4032,4242626,4243516
b4654,4362191,4362353
b0026,22391,25207
b4409,1704551,1704676
b4094,4315525,4316082
b4644,2775545,2775816
b2333,2450051,2450590
b0675,699574,700326
b4258,4480982,4483837
b2084,2167735,2168001
b3453,3591009,3592325
b3199,3342836,3343411
b2854,2993939,2994441
b3560,3724407,3725318
b2503,2626695,2628938
b4097,4318006,4318764
b0703,734220,735653
b0108,117109,117549
b2881,3021316,3024186
b1719,1800642,1802570
b0165,184987,185118
b3725,3907593,3908366
b0793,826119,827252
b4651,3768892,3769256
b0526,554611,555996
b0466,490110,490271
b4100,4320663,4321247
b4627,266553,266774
b2108,2187380,2188414
b2868,3003489,3003968
b0194,217057,218775
b0936,995985,996944
b3568,3733720,3734901
b4581,658031,658818
b1876,1960062,1961795
b3923,4113293,4113721
b3821,4004862,4005731
b4648,3750813,3750914
b2321,2437950,2438945
b2867,3002614,3003492
b2114,2194300,2196333
b1425,1498432,1498635
b2987,3134872,3136371
b3457,3595477,3596403
b4556,3861173,3861349
b0642,672201,674783
b0762,794773,794922
b0400,417889,419184
b0691,715947,716597
b3627,3802039,3803058
b2866,3000345,3002603
b1715,1799226,1799270
b0017,15869,16177
b2502,2625115,2626656
b1755,1837212,1838747
b2083,2167602,2167820
b3559,3722328,3724397
b0296,312514,312777
b4092,4314344,4315102
b0230,250072,250827
b3626,3800983,3801999
b4374,4608646,4609323
b3384,3512634,3513638
b3450,3588110,3589180
b1293,1354505,1355470
b4645,2777972,2777985
b0680,706093,707757
b1895,1979753,1980181
b4096,4317215,4317895
b4534,1652728,1652838
b3561,3725887,3726882
b3996,4196903,4197676
b0930,987585,988985
b4250,4474227,4474391
b3727,3909439,3910398
b3477,3615241,3616185
b0236,253702,254202
b3430,3568033,3569328
b0853,892957,893433
b4099,4319599,4320663
b3628,3803058,3804137
b0363,382739,383935
b1354,1419168,1419344
b4226,4449122,4449652
b0589,620196,621188
b4697,3404495,3404637
b3428,3564134,3566581
b0471,494076,494405
b4102,4321697,4322422
b4640,2067360,2067892
b3790,3974467,3975141
b3429,3566600,3568033
b3728,3910485,3911525
b1486,1559907,1560929
b4562,4509479,4509793
b3049,3191739,3191939
b2501,2623044,2625110
b4573,1294426,1295322
b2716,2840990,2842414
b3432,3571316,3573502
b4591,813114,813251
b0383,401747,403162
b3269,3420134,3421315
b4656,4532050,4532310
b1440,1511654,1512799
b3451,3589182,3590027
b4643,2476584,2476598
b4310,4537659,4538765
b1023,1087839,1089857
b3254,3404516,3404617
b4095,4316082,4317218
b2179,2275273,2276298
b3268,3419042,3420066
b1022,1086521,1087846
b3452,3590024,3590911
b2858,2995314,2996020
b2843,2983288,2984124
b0776,810381,811535
b1021,1086106,1086519
b0816,852671,852940
b4098,4318761,4319606
b4289,4512411,4513409
b4652,3769948,3770146
b3534,3695233,3695985
b0517,545314,546363
b4628,266776,266967
b1398,1462125,1463438
b0775,809344,810384
b3533,3692618,3695236
b0512,539147,540508
b1442,1513831,1514772
b3532,3690268,3692607
b0515,543261,544046
b2648,2783065,2783304
b3693,3873596,3874474
b3412,3544074,3544844
b4029,4237634,4239730
b2653,2785800,2785973
b0516,544057,545292
b2128,2215745,2216476
b4649,3750918,3751109
b4028,4236897,4237634
b0505,532451,532933
b4561,4508684,4508942
b4268,4494623,4495186
b0777,811522,812277
b4027,4236262,4236900
b0538,565972,566532
b2374,2492004,2493254
b1125,1183617,1184444
b2353,2470803,2471105
b4026,4235906,4236148
b1588,1660556,1662979
b0235,253467,253733
b3124,3270625,3271770
b1593,1666524,1667219
b3249,3398387,3398875
b1337,1401810,1403255
b1118,1177320,1178564
b4646,3404638,3405031
b3250,3398875,3399978
b2483,2603847,2604794
b3825,4009170,4010192
b4543,2357816,2358001
b4037,4249554,4250474
b0778,812270,812947
b2191,2288905,2289027
b1589,1662990,1663607
b4230,4452571,4453596
b1478,1552828,1553838
b1338,1403255,1404565
b1936,2012502,2012780
b3076,3222633,3225725
b0774,807968,809257
b0309,324408,324620
b3592,3761347,3761955
b0198,220968,221621
b4708,279931,280104
b2579,2716066,2716449
b1590,1663609,1664463
b4639,2066068,2066154
b2539,2670390,2670908
b3551,3714061,3716394
b1587,1658069,1660495
b2148,2236743,2237753
b4508,566376,566687
b3366,3496551,3496877
b0521,550439,551332
b4267,4493375,4494406
b2947,3091878,3092828
b1437,1509250,1509447
b0980,1040617,1041915
b0764,795862,796551
b2726,2850647,2850997
b2787,2918045,2919385
b2688,2814883,2816439
b0100,111564,111698
b0832,871890,872801
b3951,4143995,4146292
b1394,1458264,1459052
b2725,2849974,2850435
b1636,1715026,1715889
b0128,143702,144472
b2487,2608487,2610154
b2418,2536386,2537237
b0732,767978,770611
b1739,1821918,1822256
b4274,4499599,4499934
b1638,1717351,1718007
b3456,3594203,3595480
b2898,3041313,3042293
b2484,2604811,2606250
b4241,4466299,4467246
b1198,1247696,1249114
b1305,1368801,1369025
b1500,1583762,1583959
b1364,1425178,1425459
b1897,1981587,1982387
b1918,1997811,1998479
b1787,1873574,1874077
b4073,4290476,4291432
b1197,1245679,1247376
b2426,2543832,2544623
b1306,1369025,1369384
b2494,2616094,2617557
b4617,3853443,3853556
b3437,3577065,3577592
b3478,3616182,3617015
b0613,646631,647509
b2481,2601201,2601818
b4240,4464759,4466180
b3902,4093448,4094272
b3214,3361176,3361940
b4607,2700059,2700377
b1002,1065585,1066826
b4149,4377189,4377722
b0153,171462,173444
b2793,2924735,2925280
b2208,2303003,2303497
b1317,1380148,1380807
b0786,819884,820588
b3564,3727917,3729371
b0173,193521,194717
b4721,4556654,4556797
b3975,4175213,4175368
b0688,713558,715198
b1514,1603019,1604047
b2467,2582903,2583478
b2488,2610164,2610709
b1896,1980188,1981612
b0494,519139,519765
b1734,1817148,1818500
b1208,1262026,1262877
b1708,1792267,1792731
b1005,1067918,1068148
b0124,138835,141225
b3399,3528669,3529337
b3270,3421325,3422428
b2505,2629792,2630310
b2485,2606262,2606912
b0871,909331,911049
b1641,1719876,1720343
b0061,65855,66550
b2265,2379348,2380643
b0532,559697,562300
b4069,4285413,4287371
b4718,3658992,3659082
b4288,4511458,4512414
b4704,3657986,3658054
b2482,2601818,2603836
b1236,1291457,1292365
b3586,3752963,3754099
b0349,371239,372105
b2311,2428057,2428626
b3832,4017333,4018760
b3004,3150722,3150967
b0759,791039,792055
b4387,4624145,4624789
b1443,1514762,1515556
b3190,3336549,3336803
b4456,3986432,3986603
b3365,3494011,3496554
b0757,788831,789979
b2384,2504510,2505547
b4196,4422186,4422836
b2261,2375000,2375962
b1448,1518328,1518846
b4443,2942696,2942900
b0609,643407,643868
b0758,789983,791029
b0358,380069,380842
b2130,2217400,2218557
b4454,3700136,3700199
b2713,2837578,2838105
b4089,4312101,4312991
b4558,3994522,3994725
b2540,2670908,2671228
b0421,440202,441101
b3487,3629535,3630602
b4699,1409129,1409247
b0008,8238,9191
b4269,4495190,4496209
b1124,1182826,1183620
b3482,3619192,3623427
b4427,1437121,1437229
b2489,2610706,2611464
b3386,3514382,3515059
b3090,3241193,3241744
b1391,1455925,1456422
b3833,4018855,4019610
b2293,2411439,2412089
b4611,3195097,3195240
b2596,2736913,2737119
b2464,2578666,2579616
b1202,1253085,1255952
b0810,846460,847119
b0251,266110,266553
b4437,2153646,2153781
b0156,176610,176954
b2935,3079644,3081635
b0271,286789,288399
b2747,2871780,2872490
b4514,736445,736699
b1574,1649382,1649434
b0370,389897,390115
b2465,2579636,2581639
b3886,4076146,4077018
b0811,847258,848004
b1209,1262877,1263500
b4438,2167114,2167200
b2486,2606917,2608497
b2914,3058666,3059325
b3500,3646299,3647651
b2388,2508461,2509426
b4039,4252506,4253003
b2880,3020540,3021319
b1954,2025227,2025313
b4743,1409308,1409481
b2240,2351016,2352374
b1874,1958520,1959266
b0863,902257,902988
b1018,1082243,1083370
b4431,1770372,1770476
b3927,4117245,4118090
b4415,607836,607988
b3588,3754973,3756511
b2907,3052340,3053518
b4447,3194721,3194865
b1903,1987444,1987782
b2242,2354265,2355524
b1424,1496856,1498511
b0448,468871,470643
b1494,1572407,1575202
b4625,4579835,4579911
b0132,146968,147870
b3449,3587370,3588113
b0851,891184,891906
b2132,2219692,2221989
b2260,2373648,2375003
b3265,3413864,3415021
b4446,3056851,3056991
b0105,114407,114514
b3926,4115714,4117222
b4190,4416952,4417701
b0449,470636,472417
b2873,3010028,3011413
b4458,4158285,4158394
b2305,2422649,2423539
b2243,2355521,2356711
b1809,1893367,1893711
b1521,1609229,1610680
b0029,26277,27227
b0822,859213,860028
b4439,2313084,2313176
b3945,4137932,4139035
b4723,1051684,1051872
b0914,966621,968369
b4451,3580927,3581016
b4584,4568998,4569918
b2239,2349935,2351011
b1110,1167599,1168138
b3748,3933351,3933770
b2746,2871301,2871780
b1653,1729087,1733703
b4442,2814802,2814873
b3426,3562013,3563518
b3037,3179744,3180415
b0879,920347,922293
b3439,3578950,3579645
b4452,3664864,3664968
b1941,2016554,2017927
b2241,2352647,2354275
b2636,2770681,2771124
b0344,363231,366305
b2264,2377589,2379259
b1750,1833401,1834111
b4698,1622817,1622914
b3608,3782642,3783661
b0600,633586,634746
b1496,1577657,1579342
b4722,4556913,4556996
b4426,1405659,1405751
b2603,2741875,2742393
b3616,3790320,3791345
b0062,66835,68337
b3834,4019624,4020229
b0164,184257,185069
b4608,2700520,2700596
b3617,3791355,3792551
b1639,1718066,1718395
b0377,396639,397859
b0736,774752,775156
b4436,2153311,2153454
b1535,1622960,1623850
b3114,3260124,3262418
b3379,3507712,3508590
b3374,3503167,3503952
b3187,3333710,3334681
b2431,2549646,2550545
b3864,4049899,4050007
b3115,3262452,3263660
b1463,1534024,1534869
b2211,2306972,2308615
b0442,463937,464308
b2371,2488023,2489168
b1785,1870385,1871860
b3939,4128672,4129832
b1388,1453927,1454856
b2889,3033065,3033613
b3513,3659232,3660389
b1519,1607346,1608104
b1386,1449076,1451349
b2918,3062987,3063982
b0887,929196,930962
b0497,523261,527541
b0888,931085,932050
b2067,2143266,2146583
b3117,3265039,3266028
b3101,3250562,3250954
b2901,3043662,3045101
b4040,4253016,4253888
b2300,2419234,2419788
b4331,4560930,4561484
b2296,2413470,2414672
b1376,1435185,1435619
b0886,927474,929195
b0325,342884,343933
b0616,649582,650490
b1786,1872041,1873531
b2297,2414747,2416891
b4717,1958441,1958520
b3580,3747084,3748580
b0662,695101,696276
b4527,1419156,1419311
b3924,4113726,4114472
b0086,94650,96008
b2135,2225044,2225631
b3390,3518543,3519064
b1132,1191990,1192631
b4198,4423700,4424386
b1481,1556065,1556280
b2428,2545773,2546669
b1308,1369689,1370003
b4090,4313350,4313799
b2906,3051115,3052317
b2955,3097267,3098403
b2920,3064802,3066280
b1119,1178593,1179504
b1978,2044938,2052014
b1693,1774686,1775444
b1036,1100296,1100787
b0126,142008,142670
b1025,1092876,1094234
b0433,452070,453545
b4425,1287066,1287236
b0342,361249,361860
b2263,2376834,2377592
b2738,2863593,2864231
b2430,2548102,2549406
b0772,805998,807281
b0908,958812,960095
b3597,3770243,3771379
b3878,4067240,4069276
b1218,1272507,1273202
b1192,1242166,1243080
b3322,3453508,3453927
b2802,2935584,2937359
b2232,2339567,2340289
b3361,3490861,3491463
b1650,1726659,1727756
b4233,4455785,4457158
b4303,4528111,4528917
b0388,406405,406929
b2878,3016060,3019158
b4335,4564699,4565850
b1882,1967048,1967437
b0110,118733,119284
b1816,1900029,1901585
b3092,3243329,3244741
b3930,4119423,4120349
b0940,999216,1001816
b0617,650487,650783
b1640,1718493,1719602
b4724,1638256,1638444
b3281,3430020,3430838
b1603,1676371,1677903
b2121,2207967,2209103
b1107,1164095,1165120
b2958,3100904,3101623
b3132,3278914,3280194
b3835,4020226,4021866
b0065,71351,72115
b4298,4524105,4525010
b4213,4434622,4436565
b3618,3792826,3793683
b3389,3517398,3518486
b2516,2641831,2642844
b0508,535710,536486
b1956,2026323,2028017
b2498,2620246,2620872
b3472,3609955,3610512
b1200,1249768,1250838
b2515,2640686,2641804
b2792,2923784,2924113
b1619,1697273,1698040
b2235,2347384,2348514
b1794,1877715,1878740
b1692,1773789,1774655
b0718,749722,752169
b2989,3138727,3139593
b2604,2742383,2743609
b0049,50380,51222
b4720,4556574,4556675
b3128,3275282,3276853
b3042,3184840,3185130
b2842,2982497,2983258
b0651,683477,684412
b2660,2789982,2791250
b2601,2740080,2741150
b1004,1067112,1067708
b2874,3011461,3012393
b1851,1932793,1934604
b0910,961201,961884
b1253,1311848,1312246
b4084,4306870,4307799
b3843,4024988,4026481
b3380,3508587,3509813
b3879,4069475,4070401
b0104,113444,114487
b2473,2593072,2593770
b2329,2446388,2447473
b1582,1655347,1655673
b2303,2421325,2421687
b2168,2261427,2262365
b1623,1702233,1703234
b0518,546680,548347
b0756,787797,788837
b1686,1765222,1765632
b4700,607734,607792
b2917,3060850,3062994
b2676,2803502,2804461
b1483,1557112,1558038
b3522,3673362,3674375
b1325,1388930,1389895
b0030,27293,28207
b3818,4002813,4003193
b3431,3569346,3571319
b2262,2375962,2376819
b0633,664102,665190
b1602,1674972,1676360
b0013,11382,11786
b0238,255977,256435
b3144,3288814,3291330
b0199,221614,222645
b2373,2490256,2491950
b4301,4526905,4527537
b2833,2971271,2971489
b2162,2254245,2255186
b1447,1517882,1518331
b2925,3070165,3071244
b0354,376772,377311
b0615,648039,649571
b1839,1923365,1923706
b2827,2964361,2965155
b0151,169778,170575
b4557,3884816,3885073
b2552,2685835,2687025
b1423,1495288,1496631
b0160,179237,180754
b2173,2267829,2268815
b4358,4595990,4597012
b3508,3655255,3655902
b4197,4422846,4423700
b0645,676711,677418
b2066,2142307,2142948
b3593,3762183,3766316
b1117,1176619,1177320
b3014,3158627,3158884
b0578,604771,605424
b2959,3101807,3102133
b3648,3821428,3822051
b2250,2363733,2364275
b2091,2171833,2172873
b1179,1227681,1228007
b2919,3063993,3064778
b3922,4112967,4113266
b1658,1737844,1738869
b1290,1351828,1352634
b4707,4019978,4020229
b3581,3748577,3749239
b2909,3054866,3055444
b4381,4617323,4618102
b4505,280114,280362
b3519,3669592,3671241
b0686,712038,712802
b2949,3093500,3093916
b4188,4416017,4416292
b3934,4123431,4124456
b3563,3727407,3727748
b3749,3933778,3935283
b3425,3561497,3561823
b0205,228756,228875
b2466,2581734,2582777
b2065,2141634,2142215
b4330,4559997,4560680
b3125,3271867,3272751
b3997,4197716,4198780
b2879,3019161,3020489
b2591,2729616,2731157
b1793,1877278,1877532
b2964,3105714,3106970
b1832,1915631,1916128
b0794,827245,828981
b0968,1030064,1030342
b3274,3423668,3423787
b1289,1351407,1351760
b0469,491412,491963
b4725,2710009,2710164
b3916,4107552,4108514
b0475,498055,499017
b3756,3941808,3943349
b0580,605951,606199
b2407,2524045,2524878
b2233,2340417,2344169
b3480,3617776,3618582
b3715,3896774,3897439
b3855,4040517,4040636
b0735,774309,774602
b0337,356171,357454
b3697,3876140,3876952
b3077,3225722,3226171
b0369,388753,389727
b2314,2431022,2431684
b0204,225759,228662
b2807,2941236,2941631
b2518,2644433,2644864
b4615,3769345,3769680
b1126,1184458,1185594
b4555,3840215,3840508
b3275,3423880,3426783
b2230,2334956,2336644
b0474,497175,497819
b4546,2527941,2528159
b4297,4522127,4524094
b3368,3497828,3499201
b4537,1987507,1987758
b3854,4037519,4040423
b3354,3484218,3484436
b0125,141431,141967
b4529,1441058,1441324
b1900,1983555,1985069
b0201,223771,225312
b4620,4239777,4240055
b2566,2702481,2703386
b2332,2449228,2450049
b0159,178455,179153
b4567,4605804,4606040
b2788,2919406,2920746
b2436,2553225,2554124
b4551,3478592,3478792
b4010,4213040,4213159
b1742,1824362,1824937
b2507,2630958,2632535
b4541,2203972,2204289
b3352,3481289,3483202
b3278,3427221,3428762
b4535,1805165,1805272
b4109,4327135,4329363
b1172,1222644,1222988
b2497,2618871,2620160
b4568,4612128,4612289
b1395,1459054,1460481
b3660,3838248,3839171
b4553,3725413,3725712
b3971,4171637,4171756
b0326,344176,344991
b0411,431129,432013
b4542,2215657,2215764
b2180,2276300,2277889
b4536,1908925,1909164
b3851,4035531,4037072
b1575,1649609,1649797
b2671,2799650,2799994
b3640,3813932,3814387
b0352,373868,374881
b0154,173602,174882
b3167,3312777,3313178
b3676,3855960,3856307
b4055,4269414,4270127
b1246,1304754,1305767
b4009,4210043,4212946
b2133,2222185,2223900
b1063,1122713,1123273
b3650,3822400,3824508
b3903,4094723,4095982
b3805,3989825,3990766
b3970,4168641,4171544
b3148,3295394,3295789
b1281,1341921,1342658
b3201,3343944,3344669
b3272,3423423,3423542
b3605,3779827,3781017
b2256,2370018,2370908
b4384,4620883,4621602
b0350,372115,372924
b1858,1942662,1943417
b2588,2726069,2726188
b1672,1751077,1751724
b4382,4618229,4619551
b3455,3593439,3594206
b4007,4208147,4209688
b2997,3145143,3146261
b0964,1027111,1027773
b0171,191855,192580
b2541,2671225,2672037
b3867,4052045,4053418
b3759,3946700,3946819
b4586,238257,238736
b4177,4404687,4405985
b1484,1558031,1559017
b3968,4166659,4168200
b2996,3144154,3145140
b2181,2277893,2278237
b2143,2231844,2232728
b1392,1456430,1457500
b3850,4034608,4035153
b0455,476448,476561
b1930,2009479,2009712
b0336,354922,356181
b4485,4451058,4452560
b2589,2726281,2729184
b4079,4297219,4299366
b3027,3171879,3172211
b2234,2344865,2347150
b3612,3785260,3786804
b3804,3989088,3989828
b3758,3943704,3946607
b2072,2151711,2152472
b1982,2055061,2056515
b0809,845741,846463
b3730,3913830,3915200
b0723,755907,757673
b1585,1656747,1657457
b2675,2801348,2803492
b3883,4073739,4074635
b1210,1263714,1264970
b2048,2121609,2122979
b0821,857796,859061
b0477,500125,501429
b1318,1380821,1381789
b2042,2113434,2114327
b3893,4081857,4082759
b2586,2724128,2724451
b2508,2632604,2634070
b4322,4551636,4552820
b1166,1216369,1216635
