tax	Score	N	reference
293256	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/245/GCA_000422245.1_D_alkalitolerans_DSM16529_v1.0
493376	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/265/GCA_000422265.1_ASM42226v1
90728	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/285/GCA_000422285.1_ASM42228v1
83615	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/305/GCA_000422305.1_ASM42230v1
287484	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/345/GCA_000422345.1_ASM42234v1
393060	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/365/GCA_000422365.1_ASM42236v1
358100	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/385/GCA_000422385.1_ASM42238v1
451764	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/405/GCA_000422405.1_ASM42240v1
81425	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/565/GCA_000422565.1_ASM42256v1
344881	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/705/GCA_000422705.1_ASM42270v1
426226	0.91	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/725/GCA_000422725.1_ASM42272v1
159896	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/745/GCA_000422745.1_ASM42274v1
433660	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/805/GCA_000422805.1_ASM42280v1
219182	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/885/GCA_000422885.1_ASM42288v1
1122943	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/945/GCA_000422945.1_ASM42294v1
261934	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/965/GCA_000422965.1_ASM42296v1
196588	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/985/GCA_000422985.1_ASM42298v1
169050	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/005/GCA_000423005.1_ASM42300v1
376351	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/025/GCA_000423025.1_ASM42302v1
326069	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/045/GCA_000423045.1_ASM42304v1
279359	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/065/GCA_000423065.1_ASM42306v1
266854	0.93	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/085/GCA_000423085.1_ASM42308v1
287487	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/125/GCA_000423125.1_ASM42312v1
171674	0.95	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/185/GCA_000423185.1_ASM42318v1
391738	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/325/GCA_000423325.1_ASM42332v1
306546	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/345/GCA_000423345.1_ASM42334v1
369791	0.79	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/405/GCA_000423405.1_ASM42340v1
1751	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/445/GCA_000423445.1_ASM42344v1
348582	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/465/GCA_000423465.1_ASM42346v1
452623	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/505/GCA_000423505.1_ASM42350v1
54010	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/625/GCA_000423625.1_ASM42362v1
552061	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/645/GCA_000423645.1_ASM42364v1
363832	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/665/GCA_000423665.1_ASM42366v1
2378	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/445/GCA_000445445.1_SOV1
71235	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/705/GCA_000423705.1_ASM42370v1
455360	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/805/GCA_000423805.1_ASM42380v1
929	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/825/GCA_000423825.1_ASM42382v1
53424	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/845/GCA_000423845.1_ASM42384v1
340095	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/865/GCA_000423865.1_ASM42386v1
215690	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/885/GCA_000423885.1_ASM42388v1
88190	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/423/905/GCA_000423905.1_ASM42390v1
1286373	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/705/GCA_000424705.1_ASM42470v1
1288079	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/765/GCA_000424765.1_ASM42476v1
1172179	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/945/GCA_000424945.1_ASM42494v1
341722	0.98	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/105/GCA_000425105.1_ASM42510v1
1122941	0.91	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/145/GCA_000425145.1_ASM42514v1
257440	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/185/GCA_000425185.1_ASM42518v1
49278	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/305/GCA_000425305.1_ASM42530v1
370974	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/465/GCA_000425465.1_ASM42546v1
150172	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/485/GCA_000425485.1_ASM42548v1
203471	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/565/GCA_000425565.1_ASM42556v1
249	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/585/GCA_000425585.1_ASM42558v1
1158173	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/605/GCA_000425605.1_ASM42560v1
311208	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/645/GCA_000425645.1_ASM42564v1
150240	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/665/GCA_000425665.1_ASM42566v1
116089	0.92	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/905/GCA_000425905.1_ASM42590v1
1298857	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/945/GCA_000425945.1_ASM42594v1
1298858	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/965/GCA_000425965.1_ASM42596v1
1298860	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/425/985/GCA_000425985.1_ASM42598v1
1298861	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/005/GCA_000426005.1_ASM42600v1
1298862	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/025/GCA_000426025.1_ASM42602v1
1298863	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/045/GCA_000426045.1_ASM42604v1
1298864	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/065/GCA_000426065.1_ASM42606v1
1298867	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/105/GCA_000426105.1_ASM42610v1
1298913	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/125/GCA_000426125.1_ASM42612v1
1302620	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/185/GCA_000426185.1_ASM42618v1
153026	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/225/GCA_000426225.1_ASM42622v1
196490	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/245/GCA_000426245.1_ASM42624v1
443598	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/265/GCA_000426265.1_ASM42626v1
370776	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/365/GCA_000426365.1_ASM42636v1
77635	0.98	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/775/GCA_000741775.1_Bifsub
417948	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/445/GCA_000426445.1_ASM42644v1
365343	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/465/GCA_000426465.1_ASM42646v1
390877	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/505/GCA_000426505.1_ASM42650v1
281714	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/525/GCA_000426525.1_ASM42652v1
305719	0.92	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/635/GCA_000468635.1_PbaroF0067v1.0
271091	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/625/GCA_000426625.1_ASM42662v1
459515	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/645/GCA_000426645.1_ASM42664v1
504483	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/705/GCA_000426705.1_ASM42670v1
153721	0.96	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/725/GCA_000426725.1_ASM42672v1
172088	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/785/GCA_000426785.1_ASM42678v1
60035	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/865/GCA_000426865.1_ASM42686v1
90240	0.93	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/426/885/GCA_000426885.1_ASM42688v1
454171	0.97	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/095/GCA_000427095.1_T49
28139	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/365/GCA_000427365.1_ASM42736v1
73780	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/385/GCA_000427385.1_ASM42738v1
103	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/405/GCA_000427405.1_ASM42740v1
133552	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/445/GCA_000427445.1_ASM42744v1
76745	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/465/GCA_000427465.1_ASM42746v1
1076522	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/525/GCA_000427525.1_ASM42752v1
1076524	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/545/GCA_000427545.1_ASM42754v1
415	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/625/GCA_000427625.1_ASM42762v1
404900	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/665/GCA_000427665.1_ASM42766v1
1040986	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/725/GCA_000427725.1_ASM42772v1
82979	0.75	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/805/GCA_000427805.1_ASM42780v1
37926	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/825/GCA_000427825.1_ASM42782v1
58116	0.91	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/885/GCA_000427885.1_ASM42788v1
37925	0.99	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/905/GCA_000427905.1_ASM42790v1
191960	0.95	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/045/GCA_000428045.1_ASM42804v1
310300	0.94	6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/735/GCA_000511735.1_ASM51173v1
356302	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/465/GCA_000428465.1_ASM42846v1
287478	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/525/GCA_000428525.1_ASM42852v1
1266909	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/605/GCA_000428605.1_ASM42860v1
370977	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/765/GCA_000428765.1_ASM42876v1
44676	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/885/GCA_000428885.1_ASM42888v1
53368	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/945/GCA_000428945.1_ASM42894v1
505248	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/005/GCA_000429005.1_ASM42900v1
552063	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/045/GCA_000429045.1_ASM42904v1
265429	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/065/GCA_000429065.1_ASM42906v1
121163	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/105/GCA_000429105.1_ASM42910v1
487317	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/125/GCA_000429125.1_ASM42912v1
285268	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/165/GCA_000429165.1_ASM42916v1
65497	0.95	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/185/GCA_000429185.1_ASM42918v1
52769	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/265/GCA_000429265.1_ASM42926v1
879	0.98	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/495/GCA_000468495.1_ASM46849v1
270496	0.98	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/325/GCA_000429325.1_ASM42932v1
264027	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/526/355/GCA_000526355.1_ASM52635v1
344884	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/445/GCA_000429445.1_ASM42944v1
418702	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/605/GCA_000429605.1_ASM42960v1
146938	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/665/GCA_000429665.1_ASM42966v1
1121252	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/865/GCA_000429865.1_ASM42986v1
340467	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/429/925/GCA_000429925.1_ASM42992v1
350894	0.91	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/025/GCA_000430025.1_ASM43002v1
104270	0.93	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/545/GCA_000430545.1_ASM43054v1
987	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/645/GCA_000430645.1_ASM43064v1
271431	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/705/GCA_000430705.1_ASM43070v1
412438	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/825/GCA_000430825.1_ASM43082v1
456299	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/845/GCA_000430845.1_ASM43084v1
53422	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/995/GCA_000430995.1_TC1
2145	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/435/GCA_000439435.1_ASM43943v1
216936	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/455/GCA_000439455.1_ASM43945v1
150055	0.97	4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/441/535/GCA_000441535.1_ASM44153v1
669502	0.96	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/441/555/GCA_000441555.1_ASM44155v1
263378	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/255/GCA_000442255.1_Salmuc
491388	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/275/GCA_000442275.2_Thalar
1235457	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/475/GCA_000442475.1_ASM44247v1
1329899	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/595/GCA_000442595.1_ASM44259v1
1160784	0.58	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/885/GCA_001447885.1_ASM144788v1
575200	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/645/GCA_000442645.1_ASM44264v1
76113	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/165/GCA_000443165.1_TT
42684	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/875/GCA_000444875.1_ASM44487v1
34003	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/995/GCA_000444995.1_ASM44499v1
538379	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/065/GCA_000445065.1_ASM44506v1
428994	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/085/GCA_000445085.1_ASM44508v1
522773	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/105/GCA_000445105.1_ASM44510v1
1339256	0.91	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/165/GCA_000445165.1_UNSWDHB
47466	0.97	12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/425/GCA_000445425.4_ASM44542v4
1172190	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/475/GCA_000445475.1_Version_1_of_the_Sulfurimonas_hongkongensis_AST-10_genome
1354277	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/495/GCA_000445495.1_Version_1_of_the_Virgibacillus_hongkongensis_CM-4_genome
1345697	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/995/GCA_000445995.2_ASM44599v2
1365176	0.82	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/446/015/GCA_000446015.1_ASM44601v1
420994	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/205/GCA_000447205.1_ABySS_v1.3.3
1173023	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/295/GCA_000447295.1_ASM44729v1
409322	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/675/GCA_000447675.1_ASM44767v1
1201288	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/795/GCA_000447795.1_CLC_Hybrid_Filtered
56450	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/454/545/GCA_000454545.1_20120625
1370120	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/125/GCA_000455125.1_Mycobacterium_sp_UM_WGJ
1370121	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/145/GCA_000455145.1_Mycobacterium_sp_UM_WWY
912594	0.96	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/165/GCA_000455165.1_Mycobacterium_iranicum_UM_TJL
1370118	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/185/GCA_000455185.1_Mycobacterium_sp_UM_RHS
312277	0	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/605/GCA_000455605.1_GPTSA100-9
357240	0.91	7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/115/GCA_000463115.2_CroHelLMG23732_1.0
104623	1	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/345/GCA_000463345.3_ASM46334v3
76860	0.97	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/395/GCA_000463395.1_ASM46339v1
1328	1	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/165/GCA_000831165.1_ASM83116v1
1381596	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/525/GCA_000463525.1_SOAPdenovo
1357269	0.93	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/545/GCA_000463545.2_GS_De_Novo_Assembly
195	1	24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/775/GCA_000494775.1_ASM49477v1
1230476	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/325/GCA_000465325.1_Brad_ente_CordColits_V1
1071079	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/445/GCA_000465445.1_GS_De_Novo_Assembly
1071078	0.98	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/465/GCA_000465465.1_GS_De_Novo_Assembly
59814	0.91	16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/555/GCA_000465555.2_GS_De_Novo_Assembly
1390361	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/835/GCA_000465835.2_GS_De_Novo_Assembly
712158	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/405/GCA_000466405.1_ASM46640v1
37637	0.96	8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/825/GCA_000466825.2_ASM46682v2
671	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/467/125/GCA_000467125.1_ASM46712v1
53418	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/055/GCA_000468055.1_ASM46805v1
1332069	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/095/GCA_000468095.1_Pantoea_sp._AS-PWVM4
407975	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/135/GCA_000468135.1_PpleuF0068v1.0
76594	0.97	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/615/GCA_000468615.2_ASM46861v2
138595	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/755/GCA_000468755.1_OprofF0195v1.0
1111121	0.99	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/815/GCA_000468815.1_AspBV3AC4v1.0
1111120	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/835/GCA_000468835.1_AspBV3L6v1.0
1111135	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/855/GCA_000468855.1_CspBC3AC1v1.0
1111126	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/895/GCA_000468895.1_JspBV3C21v1.0
1397666	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/155/GCA_000469155.1_RS24
309797	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/469/585/GCA_000469585.1_Chrysiogenes_arsenatis
430914	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/655/GCA_000470655.1_HATI1
1457153	0.98	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/025/GCA_000471025.2_ASM47102v2
248452	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/625/GCA_000471625.1_PsAq1.0
1505866	0.91	3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/645/GCA_000471645.3_BiG_1.2
1316444	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/471/965/GCA_000471965.1_ASM47196v1
1366046	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/185/GCA_000472185.1_HIMB11v1.0
1040989	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/385/GCA_000472385.1_ASM47238v1
113395	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/425/GCA_000472425.1_ASM47242v1
935863	0.96	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/505/GCA_000472505.1_ASM47250v1
1188263	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/645/GCA_000472645.1_ASM47264v1
546899	0.96	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/685/GCA_000472685.1_ASM47268v1
933262	0.9	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/805/GCA_000472805.1_ASM47280v1
189753	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/925/GCA_000472925.1_ASM47292v1
1038867	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/045/GCA_000473045.1_ASM47304v1
318996	0.93	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/065/GCA_000473065.1_ASM47306v1
281091	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/085/GCA_000473085.1_ASM47308v1
508869	0.97	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/125/GCA_000473125.1_ASM47312v1
405746	0.94	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/145/GCA_000473145.1_ASM47314v1
476529	0.92	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/165/GCA_000473165.1_ASM47316v1
385492	0.95	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/205/GCA_000473205.1_ASM47320v1
999627	0.94	2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/225/GCA_000473225.1_ASM47322v1
324767	1	1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/245/GCA_000473245.1_ASM47324v1
